gene,SS0124_S14,SS0126_S16,SS0122_S12,SS0127_S17,SS0123_S13,SS0125_S15
NODE_66_length_44870_cov_799.479527_28,4712,557,360,3105,951,811
NODE_66_length_44870_cov_799.479527_29,5394,822,442,7349,918,583
NODE_66_length_44870_cov_799.479527_30,1111,10,9,555,67,10
NODE_66_length_44870_cov_799.479527_31,3909,56,0,2851,22,36
NODE_66_length_44870_cov_799.479527_32,5507,272,98,5361,221,184
NODE_66_length_44870_cov_799.479527_33,19070,384,112,10720,374,396
NODE_66_length_44870_cov_799.479527_34,5314,1088,393,1903,1502,1940
NODE_66_length_44870_cov_799.479527_35,6671,599,223,3292,546,697
NODE_67_length_44676_cov_538.449474_1,24635,4600,4877,26231,27463,17246
NODE_67_length_44676_cov_538.449474_2,1261,4,0,390,29,31
NODE_67_length_44676_cov_538.449474_3,24938,9105,3240,26894,5315,9272
NODE_67_length_44676_cov_538.449474_4,869,144,30,520,220,524
NODE_67_length_44676_cov_538.449474_5,1686,2,0,575,6,2
NODE_67_length_44676_cov_538.449474_6,3124,47,46,2625,115,76
NODE_67_length_44676_cov_538.449474_7,2753,78,58,1210,78,121
NODE_67_length_44676_cov_538.449474_8,32768,4606,2549,35469,6328,5460
NODE_67_length_44676_cov_538.449474_9,2811,68,25,1374,113,93
NODE_67_length_44676_cov_538.449474_10,1221,0,0,284,2,6
NODE_67_length_44676_cov_538.449474_11,3978,40,13,2194,330,278
NODE_67_length_44676_cov_538.449474_12,20492,567,219,19379,580,368
NODE_67_length_44676_cov_538.449474_13,3718,61,12,3106,75,84
NODE_67_length_44676_cov_538.449474_14,5998,2,0,11718,3,0
NODE_67_length_44676_cov_538.449474_15,3334,762,199,3689,477,620
NODE_67_length_44676_cov_538.449474_16,25694,3820,1786,33068,5641,6331
NODE_67_length_44676_cov_538.449474_17,10318,8,0,12199,6,22
NODE_67_length_44676_cov_538.449474_18,977,8,0,509,0,0
NODE_67_length_44676_cov_538.449474_19,1107,4,0,498,0,2
NODE_67_length_44676_cov_538.449474_20,3138,1350,541,4157,1737,1295
NODE_67_length_44676_cov_538.449474_21,31846,11794,5352,35250,11584,10241
NODE_67_length_44676_cov_538.449474_22,228012,109023,36810,369738,130061,125428
NODE_67_length_44676_cov_538.449474_23,16262,730,173,21670,793,1236
NODE_67_length_44676_cov_538.449474_24,71535,15869,5636,110514,15721,16660
NODE_67_length_44676_cov_538.449474_25,4391,1340,499,6136,1778,1795
NODE_67_length_44676_cov_538.449474_26,7663,10664,3938,10603,4933,4255
NODE_67_length_44676_cov_538.449474_27,180753,164478,53108,279828,190098,226922
NODE_67_length_44676_cov_538.449474_28,32041,284,16,47671,836,1051
NODE_67_length_44676_cov_538.449474_29,506049,41134,20706,813709,67742,102001
NODE_67_length_44676_cov_538.449474_30,790695,20263,10307,1320670,46544,65752
NODE_67_length_44676_cov_538.449474_31,4803,0,4,6720,0,0
NODE_67_length_44676_cov_538.449474_32,13753,442,102,15130,567,612
NODE_68_length_43634_cov_511.566328_1,259758,60,11,318906,48,69
NODE_68_length_43634_cov_511.566328_2,49195,21,0,31599,16,30
NODE_68_length_43634_cov_511.566328_3,11409,572,167,10852,570,544
NODE_68_length_43634_cov_511.566328_4,61569,1935,913,93636,2669,2982
NODE_68_length_43634_cov_511.566328_5,24182,332,98,29796,378,360
NODE_68_length_43634_cov_511.566328_6,850,0,0,351,0,0
NODE_68_length_43634_cov_511.566328_7,10247,120,86,9932,141,77
NODE_68_length_43634_cov_511.566328_8,2150,0,0,2418,0,0
NODE_68_length_43634_cov_511.566328_9,30563,11,0,35922,0,24
NODE_68_length_43634_cov_511.566328_10,6087,511,90,2144,552,628
NODE_68_length_43634_cov_511.566328_11,24329,41,4,22633,13,6
NODE_68_length_43634_cov_511.566328_12,6839,3,38,2437,58,13
NODE_68_length_43634_cov_511.566328_13,1011,0,38,307,2,0
NODE_68_length_43634_cov_511.566328_14,58897,24416,10145,74592,21386,26357
NODE_68_length_43634_cov_511.566328_15,25754,2349,735,34246,2971,4428
NODE_68_length_43634_cov_511.566328_16,4211,0,0,5491,0,4
NODE_68_length_43634_cov_511.566328_17,36931,5796,1662,53978,4989,7131
NODE_68_length_43634_cov_511.566328_18,1351,0,0,858,0,0
NODE_68_length_43634_cov_511.566328_19,131005,13784,5503,169384,12468,12724
NODE_68_length_43634_cov_511.566328_20,120724,19430,7583,184071,23860,39096
NODE_68_length_43634_cov_511.566328_21,88670,22721,8512,122310,19870,27252
NODE_68_length_43634_cov_511.566328_22,4793,0,2,7172,1,7
NODE_68_length_43634_cov_511.566328_23,1983,2,10,1400,42,171
NODE_68_length_43634_cov_511.566328_24,3412,0,6,2675,8,0
NODE_68_length_43634_cov_511.566328_25,1848,1236,0,1053,28,6
NODE_68_length_43634_cov_511.566328_26,34509,5604,2032,49358,6345,7034
NODE_68_length_43634_cov_511.566328_27,421,0,0,126,0,0
NODE_68_length_43634_cov_511.566328_28,13588,523,255,17470,735,931
NODE_68_length_43634_cov_511.566328_29,2136,334,209,1973,422,577
NODE_68_length_43634_cov_511.566328_30,9780,1326,537,11870,1273,1286
NODE_68_length_43634_cov_511.566328_31,1075,0,2,775,0,0
NODE_68_length_43634_cov_511.566328_32,15750,2826,1060,15268,3059,2086
NODE_68_length_43634_cov_511.566328_33,4455,1183,385,4108,828,774
NODE_68_length_43634_cov_511.566328_34,1318,0,6,918,50,31
NODE_68_length_43634_cov_511.566328_35,9553,886,314,8546,1177,740
NODE_68_length_43634_cov_511.566328_36,625,8,0,151,56,50
NODE_68_length_43634_cov_511.566328_37,921,8,6,461,38,49
NODE_68_length_43634_cov_511.566328_38,1210,46,8,272,30,69
NODE_70_length_42625_cov_450.307494_1,2616,220,119,1268,357,296
NODE_70_length_42625_cov_450.307494_2,1300,142,157,557,287,92
NODE_70_length_42625_cov_450.307494_3,2793,99,88,1242,177,85
NODE_70_length_42625_cov_450.307494_4,10873,375,152,14127,430,551
NODE_70_length_42625_cov_450.307494_5,22499,1953,728,30855,1539,1635
NODE_70_length_42625_cov_450.307494_6,25047,1671,731,19424,1002,965
NODE_70_length_42625_cov_450.307494_7,26689,6,10,23145,6,26
NODE_70_length_42625_cov_450.307494_8,758,0,0,273,0,0
NODE_70_length_42625_cov_450.307494_9,597,0,0,242,0,0
NODE_70_length_42625_cov_450.307494_10,1416,0,0,406,0,0
NODE_70_length_42625_cov_450.307494_11,2373,2,6,813,28,28
NODE_70_length_42625_cov_450.307494_12,15464,180,36,6106,209,264
NODE_70_length_42625_cov_450.307494_13,3125,77,139,2102,289,263
NODE_70_length_42625_cov_450.307494_14,8757,146,59,4072,155,257
NODE_70_length_42625_cov_450.307494_15,7597,2100,696,7719,1988,2554
NODE_70_length_42625_cov_450.307494_16,705,1177,492,336,753,832
NODE_70_length_42625_cov_450.307494_17,10386,2759,773,15147,3878,4699
NODE_70_length_42625_cov_450.307494_18,29442,3048,1055,42586,5477,7085
NODE_70_length_42625_cov_450.307494_19,2110,48,12,701,34,100
NODE_70_length_42625_cov_450.307494_20,3011,8046,2272,3575,7810,8571
NODE_70_length_42625_cov_450.307494_21,2694,589,56,2586,645,405
NODE_70_length_42625_cov_450.307494_22,2043,2955,989,2195,3367,2153
NODE_70_length_42625_cov_450.307494_23,2254,0,0,1444,0,0
NODE_70_length_42625_cov_450.307494_24,2172,0,0,1468,0,2
NODE_70_length_42625_cov_450.307494_25,5040,0,20,5013,8,2
NODE_70_length_42625_cov_450.307494_26,12048,3477,1258,15795,3828,3038
NODE_70_length_42625_cov_450.307494_27,5760,784,248,6110,1142,1894
NODE_70_length_42625_cov_450.307494_28,11421,3530,1377,9809,3484,3827
NODE_70_length_42625_cov_450.307494_29,417,0,0,151,2,2
NODE_70_length_42625_cov_450.307494_30,5026,549,133,3498,1049,1417
NODE_70_length_42625_cov_450.307494_31,2919,69,38,1116,245,382
NODE_70_length_42625_cov_450.307494_32,1122,271,88,1249,704,1172
NODE_70_length_42625_cov_450.307494_33,21330,1543,566,24102,2893,3237
NODE_70_length_42625_cov_450.307494_34,677,28,0,305,2,20
NODE_71_length_41932_cov_726.651933_1,262,0,0,39,0,0
NODE_71_length_41932_cov_726.651933_2,380,0,0,100,0,0
NODE_71_length_41932_cov_726.651933_3,20766,6919,2761,28624,5667,5876
NODE_71_length_41932_cov_726.651933_4,15051,3016,1067,16450,4041,5710
NODE_71_length_41932_cov_726.651933_5,11949,639,289,13505,947,1150
NODE_71_length_41932_cov_726.651933_6,1272,66,8,1075,111,40
NODE_71_length_41932_cov_726.651933_7,3426,205,109,3817,280,208
NODE_71_length_41932_cov_726.651933_8,42565,7055,3033,59238,5303,5518
NODE_71_length_41932_cov_726.651933_9,19659,110,28,21515,106,151
NODE_71_length_41932_cov_726.651933_10,5156,1176,446,4008,852,491
NODE_71_length_41932_cov_726.651933_11,5167,1826,864,3778,1607,999
NODE_71_length_41932_cov_726.651933_12,6908,44,33,4124,99,168
NODE_71_length_41932_cov_726.651933_13,563,0,0,73,0,2
NODE_71_length_41932_cov_726.651933_14,27018,9473,3345,40392,7242,10029
NODE_71_length_41932_cov_726.651933_15,2353,0,0,3671,37,43
NODE_71_length_41932_cov_726.651933_16,13903,46,16,19871,133,159
NODE_71_length_41932_cov_726.651933_17,2829,961,315,2693,1067,1066
NODE_71_length_41932_cov_726.651933_18,7485,3732,1716,5850,2858,2275
NODE_71_length_41932_cov_726.651933_19,25344,7571,2460,28538,7091,6836
NODE_71_length_41932_cov_726.651933_20,3333,44,7,4198,60,143
NODE_71_length_41932_cov_726.651933_21,9457,403,165,10547,525,575
NODE_71_length_41932_cov_726.651933_22,3597,62,28,2485,151,146
NODE_71_length_41932_cov_726.651933_23,2916,72,36,2312,97,67
NODE_71_length_41932_cov_726.651933_24,2211,339,163,2215,396,477
NODE_71_length_41932_cov_726.651933_25,11103,191,66,16760,365,303
NODE_71_length_41932_cov_726.651933_26,531,44,18,368,32,20
NODE_71_length_41932_cov_726.651933_27,1911,158,40,1998,156,179
NODE_71_length_41932_cov_726.651933_28,7865,235,98,12826,596,486
NODE_71_length_41932_cov_726.651933_29,1852,0,0,1063,2,2
NODE_71_length_41932_cov_726.651933_30,5031,14,2,2976,4,2
NODE_71_length_41932_cov_726.651933_31,22242,52,28,25205,78,36
NODE_71_length_41932_cov_726.651933_32,10031,1783,641,11304,1762,1386
NODE_72_length_41695_cov_422.859438_1,8383,70,47,3345,168,166
NODE_72_length_41695_cov_422.859438_2,8255,391,100,2803,402,454
NODE_72_length_41695_cov_422.859438_3,13330,1620,761,6430,990,1034
NODE_72_length_41695_cov_422.859438_4,534,0,2,192,4,4
NODE_72_length_41695_cov_422.859438_5,347,0,0,173,8,0
NODE_72_length_41695_cov_422.859438_6,6860,2117,552,9465,1305,839
NODE_72_length_41695_cov_422.859438_7,3025,1,0,4515,0,2
NODE_72_length_41695_cov_422.859438_8,4890,166,108,4799,337,272
NODE_72_length_41695_cov_422.859438_9,5390,60,20,1698,96,175
NODE_72_length_41695_cov_422.859438_10,2938,169,22,1644,177,140
NODE_72_length_41695_cov_422.859438_11,1899,0,8,886,4,27
NODE_72_length_41695_cov_422.859438_12,24125,2511,1202,17696,2215,2219
NODE_72_length_41695_cov_422.859438_13,3066,1999,601,1793,2162,2070
NODE_72_length_41695_cov_422.859438_14,675,76,46,602,280,368
NODE_72_length_41695_cov_422.859438_15,27546,2054,951,16061,3325,3793
NODE_72_length_41695_cov_422.859438_16,9935,275,122,4631,491,467
NODE_72_length_41695_cov_422.859438_17,9294,540,294,8977,848,963
NODE_72_length_41695_cov_422.859438_18,5439,344,164,5311,492,593
NODE_72_length_41695_cov_422.859438_19,5000,67,24,3476,219,180
NODE_72_length_41695_cov_422.859438_20,7782,78,26,2957,170,198
NODE_72_length_41695_cov_422.859438_21,2313,882,202,1804,947,742
NODE_72_length_41695_cov_422.859438_22,1032,2,0,562,0,0
NODE_72_length_41695_cov_422.859438_23,9834,1232,520,10906,2233,2284
NODE_72_length_41695_cov_422.859438_24,7258,1157,404,5312,1091,1018
NODE_72_length_41695_cov_422.859438_25,28643,1912,709,17711,3304,4980
NODE_72_length_41695_cov_422.859438_26,34227,7738,3153,39166,7063,7678
NODE_72_length_41695_cov_422.859438_27,649,0,0,245,0,0
NODE_72_length_41695_cov_422.859438_28,1811,251,94,843,564,383
NODE_72_length_41695_cov_422.859438_29,10603,1000,568,6911,1496,1387
NODE_72_length_41695_cov_422.859438_30,16260,239,281,20972,372,390
NODE_76_length_39506_cov_451.403868_1,493073,63014,19415,643229,63606,79889
NODE_76_length_39506_cov_451.403868_2,39572,10726,2922,65588,9907,13507
NODE_76_length_39506_cov_451.403868_3,77725,23548,6700,117248,22002,23015
NODE_76_length_39506_cov_451.403868_4,37195,3685,1058,54975,5447,6231
NODE_76_length_39506_cov_451.403868_5,4217,2305,708,5964,2581,2745
NODE_76_length_39506_cov_451.403868_6,16008,7869,2511,18936,9000,10034
NODE_76_length_39506_cov_451.403868_7,74107,20498,6249,104912,18485,18123
NODE_76_length_39506_cov_451.403868_8,93532,24021,7125,130086,20920,17865
NODE_76_length_39506_cov_451.403868_9,39591,12781,4334,53075,12278,11206
NODE_76_length_39506_cov_451.403868_10,13099,5278,2717,20906,7966,9167
NODE_76_length_39506_cov_451.403868_11,86233,17523,4052,119150,11381,12344
NODE_76_length_39506_cov_451.403868_12,84024,6971,1543,83113,3971,3747
NODE_76_length_39506_cov_451.403868_13,31259,2650,1018,40495,2040,2318
NODE_76_length_39506_cov_451.403868_14,13390,562,166,24467,638,760
NODE_76_length_39506_cov_451.403868_15,1925,0,0,2332,4,0
NODE_76_length_39506_cov_451.403868_16,1328,2,0,890,6,4
NODE_76_length_39506_cov_451.403868_17,16271,2638,921,9323,3037,3739
NODE_76_length_39506_cov_451.403868_18,6282,690,323,8262,802,796
NODE_76_length_39506_cov_451.403868_19,4776,0,4,2013,20,6
NODE_76_length_39506_cov_451.403868_20,2916,596,130,1609,412,360
NODE_76_length_39506_cov_451.403868_21,2806,1726,696,3321,1143,1100
NODE_76_length_39506_cov_451.403868_22,14704,6072,3156,14565,8179,5152
NODE_76_length_39506_cov_451.403868_23,740,150,61,617,324,202
NODE_76_length_39506_cov_451.403868_24,2855,382,177,1685,552,308
NODE_76_length_39506_cov_451.403868_25,2164,729,295,1415,1335,1566
NODE_76_length_39506_cov_451.403868_26,2399,2,0,3113,9,0
NODE_76_length_39506_cov_451.403868_27,6430,500,346,8618,835,713
NODE_76_length_39506_cov_451.403868_28,5883,919,308,8675,1332,1273
NODE_76_length_39506_cov_451.403868_29,22959,8234,4032,22529,4613,3898
NODE_76_length_39506_cov_451.403868_30,18744,4892,1605,15557,3475,3827
NODE_76_length_39506_cov_451.403868_31,7490,46,60,6484,4,18
NODE_76_length_39506_cov_451.403868_32,772,0,0,245,0,0
NODE_76_length_39506_cov_451.403868_33,4920,235,57,4042,282,229
NODE_78_length_39031_cov_519.373794_1,6365,10,4,5287,0,0
NODE_78_length_39031_cov_519.373794_2,5307,2714,889,4800,3957,4616
NODE_78_length_39031_cov_519.373794_3,8202,204,46,5268,177,126
NODE_78_length_39031_cov_519.373794_4,32467,19107,7284,29152,12824,12887
NODE_78_length_39031_cov_519.373794_5,23257,1910,526,27540,2981,3671
NODE_78_length_39031_cov_519.373794_6,7572,803,239,10317,729,847
NODE_78_length_39031_cov_519.373794_7,446,0,0,404,0,0
NODE_78_length_39031_cov_519.373794_8,8239,1220,437,8344,944,514
NODE_78_length_39031_cov_519.373794_9,10178,313,117,3087,381,346
NODE_78_length_39031_cov_519.373794_10,3323,0,0,1190,6,0
NODE_78_length_39031_cov_519.373794_11,676,0,0,145,0,0
NODE_78_length_39031_cov_519.373794_12,26967,689,233,28864,736,925
NODE_78_length_39031_cov_519.373794_13,886,0,0,317,0,0
NODE_78_length_39031_cov_519.373794_14,1329,0,0,391,0,0
NODE_78_length_39031_cov_519.373794_15,41538,2417,2265,47844,2893,677
NODE_78_length_39031_cov_519.373794_16,25486,1720,2115,36389,1860,731
NODE_78_length_39031_cov_519.373794_17,14144,402,388,20919,966,227
NODE_78_length_39031_cov_519.373794_18,3758,10791,1843,5896,9335,6147
NODE_78_length_39031_cov_519.373794_19,10687,4,20,14084,4,26
NODE_78_length_39031_cov_519.373794_20,270503,5330,2720,419443,7609,3646
NODE_78_length_39031_cov_519.373794_21,10922,3509,2383,12645,4840,2254
NODE_78_length_39031_cov_519.373794_22,18889,3542,939,19261,1571,812
NODE_78_length_39031_cov_519.373794_23,1986,344,52,799,172,65
NODE_78_length_39031_cov_519.373794_24,1421,123,2,702,62,33
NODE_78_length_39031_cov_519.373794_25,19053,1568,408,8662,718,411
NODE_78_length_39031_cov_519.373794_26,16703,2587,1160,17737,1763,1914
NODE_78_length_39031_cov_519.373794_27,6430,130,70,2615,215,278
NODE_78_length_39031_cov_519.373794_28,2005,8,4,948,25,28
NODE_78_length_39031_cov_519.373794_29,6715,481,260,3563,544,839
NODE_78_length_39031_cov_519.373794_30,4921,62,12,3592,63,96
NODE_78_length_39031_cov_519.373794_31,22338,10875,2210,32454,8298,12660
NODE_80_length_38919_cov_869.755455_1,614,0,0,340,0,0
NODE_80_length_38919_cov_869.755455_2,4196,387,92,2613,386,322
NODE_80_length_38919_cov_869.755455_3,313,0,0,21,0,0
NODE_80_length_38919_cov_869.755455_4,182,0,0,25,0,0
NODE_80_length_38919_cov_869.755455_5,5104,85,76,3961,236,271
NODE_80_length_38919_cov_869.755455_6,6993,155,26,3853,134,117
NODE_80_length_38919_cov_869.755455_7,703,0,0,158,0,0
NODE_80_length_38919_cov_869.755455_8,1964,389,160,2488,485,746
NODE_80_length_38919_cov_869.755455_9,433,0,0,236,0,2
NODE_80_length_38919_cov_869.755455_10,2978,10,0,773,2,4
NODE_80_length_38919_cov_869.755455_11,2660,2,0,1215,0,0
NODE_80_length_38919_cov_869.755455_12,7311,283,53,4136,478,508
NODE_80_length_38919_cov_869.755455_13,5634,2,0,9104,2,8
NODE_80_length_38919_cov_869.755455_14,9474,4545,1577,11110,3188,2895
NODE_80_length_38919_cov_869.755455_15,10210,1267,466,5907,1551,1970
NODE_80_length_38919_cov_869.755455_16,988,8,0,373,0,0
NODE_80_length_38919_cov_869.755455_17,952,0,0,300,0,0
NODE_80_length_38919_cov_869.755455_18,19059,4835,1951,13249,2863,2799
NODE_80_length_38919_cov_869.755455_19,143558,441,124,275280,777,1402
NODE_80_length_38919_cov_869.755455_20,127189,21,9,212696,14,34
NODE_80_length_38919_cov_869.755455_21,7506,323,98,5854,357,364
NODE_80_length_38919_cov_869.755455_22,1296,0,0,552,0,0
NODE_80_length_38919_cov_869.755455_23,1082,0,0,442,0,0
NODE_80_length_38919_cov_869.755455_24,2528,322,133,1389,471,470
NODE_80_length_38919_cov_869.755455_25,446,0,0,78,0,0
NODE_80_length_38919_cov_869.755455_26,4578,130,39,3729,157,185
NODE_80_length_38919_cov_869.755455_27,2630,196,54,1334,244,300
NODE_80_length_38919_cov_869.755455_28,37133,2026,844,47916,2812,2799
NODE_80_length_38919_cov_869.755455_29,10514,279,117,4707,308,276
NODE_80_length_38919_cov_869.755455_30,4454,207,97,2339,243,324
NODE_80_length_38919_cov_869.755455_31,4628,347,164,3402,353,346
NODE_80_length_38919_cov_869.755455_32,10041,637,356,3511,688,759
NODE_80_length_38919_cov_869.755455_33,3065,0,0,658,32,1
NODE_80_length_38919_cov_869.755455_34,1464,17,7,365,23,24
NODE_80_length_38919_cov_869.755455_35,2618,6,0,1760,6,0
NODE_81_length_38786_cov_459.313083_1,17744,4223,1608,15225,4482,5458
NODE_81_length_38786_cov_459.313083_2,580,26,10,400,22,0
NODE_81_length_38786_cov_459.313083_3,15923,12132,4959,26622,9914,13891
NODE_81_length_38786_cov_459.313083_4,1687,3,0,1647,7,4
NODE_81_length_38786_cov_459.313083_5,856,11,14,346,21,58
NODE_81_length_38786_cov_459.313083_6,4047,5,1,3318,50,33
NODE_81_length_38786_cov_459.313083_7,324,30,6,130,8,4
NODE_81_length_38786_cov_459.313083_8,1232,3,0,340,18,14
NODE_81_length_38786_cov_459.313083_9,978,0,0,622,0,0
NODE_81_length_38786_cov_459.313083_10,3361,608,386,2897,717,841
NODE_81_length_38786_cov_459.313083_11,3310,6,0,838,0,2
NODE_81_length_38786_cov_459.313083_12,3053,0,0,1267,0,0
NODE_81_length_38786_cov_459.313083_13,1684,12,3,1140,12,0
NODE_81_length_38786_cov_459.313083_14,7920,433,136,5980,380,609
NODE_81_length_38786_cov_459.313083_15,2570,389,161,1691,337,336
NODE_81_length_38786_cov_459.313083_16,5710,436,56,2397,177,200
NODE_81_length_38786_cov_459.313083_17,14398,1020,394,10665,1133,1000
NODE_81_length_38786_cov_459.313083_18,4039,135,44,2576,219,211
NODE_81_length_38786_cov_459.313083_19,6433,188,59,4775,238,136
NODE_81_length_38786_cov_459.313083_20,1163,0,0,466,2,0
NODE_81_length_38786_cov_459.313083_21,2735,444,46,1933,206,218
NODE_81_length_38786_cov_459.313083_22,3657,167,84,4124,207,217
NODE_81_length_38786_cov_459.313083_23,185232,13996,3315,245376,11574,10630
NODE_81_length_38786_cov_459.313083_24,25356,3810,945,40552,5069,5792
NODE_81_length_38786_cov_459.313083_25,882,0,0,526,0,0
NODE_81_length_38786_cov_459.313083_26,6904,223,57,2998,468,519
NODE_81_length_38786_cov_459.313083_27,7385,632,182,4484,778,985
NODE_81_length_38786_cov_459.313083_28,13017,2913,1216,13661,2505,2955
NODE_81_length_38786_cov_459.313083_29,2436,572,204,2124,367,439
NODE_81_length_38786_cov_459.313083_30,10378,448,256,7702,632,558
NODE_81_length_38786_cov_459.313083_31,99471,19068,10025,138194,20944,11713
NODE_81_length_38786_cov_459.313083_32,6353,18,6,2797,8,17
NODE_82_length_38545_cov_404.865056_1,0,0,0,0,6,0
NODE_82_length_38545_cov_404.865056_5,2,2,2,0,0,4
NODE_82_length_38545_cov_404.865056_6,935,2,0,368,0,0
NODE_82_length_38545_cov_404.865056_7,4164,16,0,1539,4,2
NODE_82_length_38545_cov_404.865056_8,3573,89,43,1191,77,88
NODE_82_length_38545_cov_404.865056_9,19661,4751,1656,19707,3818,4002
NODE_82_length_38545_cov_404.865056_10,1534,27,8,1218,55,40
NODE_82_length_38545_cov_404.865056_11,15436,1378,598,13704,1492,1472
NODE_82_length_38545_cov_404.865056_12,13025,316,111,12325,839,1018
NODE_82_length_38545_cov_404.865056_13,9334,2661,1112,8300,2490,2698
NODE_82_length_38545_cov_404.865056_14,6290,0,4,9014,33,45
NODE_82_length_38545_cov_404.865056_15,66057,10538,3589,104658,12451,16659
NODE_82_length_38545_cov_404.865056_16,20555,2747,1011,16802,2330,2647
NODE_82_length_38545_cov_404.865056_17,9585,1412,499,11372,1483,2105
NODE_82_length_38545_cov_404.865056_18,1177,19,2,526,20,18
NODE_82_length_38545_cov_404.865056_19,8588,340,133,4115,469,409
NODE_82_length_38545_cov_404.865056_20,2819,158,122,1394,531,326
NODE_82_length_38545_cov_404.865056_21,114,8,0,13,20,0
NODE_82_length_38545_cov_404.865056_22,505,17,5,296,27,31
NODE_82_length_38545_cov_404.865056_23,3896,252,98,3008,357,401
NODE_82_length_38545_cov_404.865056_24,7685,511,304,9397,1269,1171
NODE_82_length_38545_cov_404.865056_25,17758,4155,1217,23001,3244,3171
NODE_82_length_38545_cov_404.865056_26,6899,436,282,7905,526,717
NODE_82_length_38545_cov_404.865056_27,6611,815,389,9085,637,587
NODE_82_length_38545_cov_404.865056_28,1125,2,0,429,12,4
NODE_82_length_38545_cov_404.865056_29,5702,175,62,6560,242,194
NODE_82_length_38545_cov_404.865056_30,4778,1060,303,7344,538,613
NODE_82_length_38545_cov_404.865056_31,6122,614,196,7128,828,3398
NODE_82_length_38545_cov_404.865056_32,5402,1303,524,6442,1998,2698
NODE_82_length_38545_cov_404.865056_33,24699,5738,2168,31733,5036,6989
NODE_83_length_38371_cov_509.963905_1,7428,225,111,3834,258,229
NODE_83_length_38371_cov_509.963905_2,3722,212,98,1494,257,554
NODE_83_length_38371_cov_509.963905_3,14861,643,259,18556,752,748
NODE_83_length_38371_cov_509.963905_4,99970,72558,27075,111869,59520,81335
NODE_83_length_38371_cov_509.963905_5,1930,0,0,636,0,0
NODE_83_length_38371_cov_509.963905_6,778,32,117,672,119,85
NODE_83_length_38371_cov_509.963905_7,4984,821,281,5085,904,991
NODE_83_length_38371_cov_509.963905_8,1933,1046,299,1591,896,1031
NODE_83_length_38371_cov_509.963905_9,9981,305,79,17255,377,508
NODE_83_length_38371_cov_509.963905_10,5731,1253,233,8723,1198,1199
NODE_83_length_38371_cov_509.963905_11,392,0,0,203,6,18
NODE_83_length_38371_cov_509.963905_12,3769,838,298,4361,1036,1181
NODE_83_length_38371_cov_509.963905_13,2506,17,2,1649,45,82
NODE_83_length_38371_cov_509.963905_14,149068,94,22,169898,74,81
NODE_83_length_38371_cov_509.963905_15,20630,4,2,30275,10,8
NODE_83_length_38371_cov_509.963905_16,59035,8,5,93035,14,41
NODE_83_length_38371_cov_509.963905_17,66987,21,2,85399,16,36
NODE_83_length_38371_cov_509.963905_18,63316,8,20,92305,30,4
NODE_83_length_38371_cov_509.963905_19,65071,20,4,84328,39,31
NODE_83_length_38371_cov_509.963905_20,9473,2,0,10390,14,4
NODE_83_length_38371_cov_509.963905_21,42544,23,2,47764,6,18
NODE_83_length_38371_cov_509.963905_22,12385,156,0,12538,0,0
NODE_83_length_38371_cov_509.963905_23,20782,5,26,25023,16,46
NODE_83_length_38371_cov_509.963905_24,6279,3,10,6649,40,4
NODE_83_length_38371_cov_509.963905_25,830,8,10,520,17,33
NODE_83_length_38371_cov_509.963905_26,5201,322,104,2585,271,441
NODE_83_length_38371_cov_509.963905_27,27788,3335,1061,30203,3283,3952
NODE_84_length_38363_cov_838.174533_1,60036,3266,1230,19295,2037,2160
NODE_84_length_38363_cov_838.174533_2,29839,2235,728,11032,1221,1059
NODE_84_length_38363_cov_838.174533_3,15061,1144,210,8226,943,771
NODE_84_length_38363_cov_838.174533_4,11223,925,216,8129,718,739
NODE_84_length_38363_cov_838.174533_5,10265,2426,945,9791,2221,2492
NODE_84_length_38363_cov_838.174533_6,10115,568,259,8245,758,698
NODE_84_length_38363_cov_838.174533_7,67327,11811,4008,78401,8379,10065
NODE_84_length_38363_cov_838.174533_8,4698,148,98,3675,246,853
NODE_84_length_38363_cov_838.174533_9,556,6,0,233,0,10
NODE_84_length_38363_cov_838.174533_10,1295,0,16,577,0,0
NODE_84_length_38363_cov_838.174533_11,7633,265,64,5143,311,379
NODE_84_length_38363_cov_838.174533_12,989,0,2,416,4,0
NODE_84_length_38363_cov_838.174533_13,20503,2034,812,23189,2173,2142
NODE_84_length_38363_cov_838.174533_14,25522,3301,1094,27213,3536,5644
NODE_84_length_38363_cov_838.174533_15,3314,154,10,4359,220,537
NODE_84_length_38363_cov_838.174533_16,10384,836,244,13617,1111,1829
NODE_84_length_38363_cov_838.174533_17,7451,1739,358,10280,1632,2689
NODE_84_length_38363_cov_838.174533_18,10654,1752,473,15498,2582,3018
NODE_84_length_38363_cov_838.174533_19,7165,467,276,8885,689,743
NODE_84_length_38363_cov_838.174533_20,4532,0,0,6219,4,1
NODE_84_length_38363_cov_838.174533_21,11579,76,27,12191,104,102
NODE_84_length_38363_cov_838.174533_22,7826,401,163,9187,757,1151
NODE_84_length_38363_cov_838.174533_23,13121,1242,450,20134,1387,1714
NODE_84_length_38363_cov_838.174533_24,11451,1586,740,11895,1574,1588
NODE_84_length_38363_cov_838.174533_25,3327,127,60,2115,250,217
NODE_84_length_38363_cov_838.174533_26,3779,605,217,2877,500,408
NODE_84_length_38363_cov_838.174533_27,16665,5115,1339,25283,4235,2247
