gene,SS0124_S14,SS0126_S16,SS0122_S12,SS0127_S17,SS0123_S13,SS0125_S15
NODE_112_length_31476_cov_445.002069_20,11873,2670,916,13237,2851,2298
NODE_112_length_31476_cov_445.002069_21,13260,1786,614,13843,2296,2081
NODE_112_length_31476_cov_445.002069_22,11472,552,324,10744,964,632
NODE_112_length_31476_cov_445.002069_23,29326,3456,1884,36757,4776,6229
NODE_115_length_29876_cov_807.641796_1,3390,64,12,978,13,14
NODE_115_length_29876_cov_807.641796_2,5262,314,124,2260,386,433
NODE_115_length_29876_cov_807.641796_3,11530,1354,656,4180,1300,847
NODE_115_length_29876_cov_807.641796_4,2837,0,0,2157,3,0
NODE_115_length_29876_cov_807.641796_5,18558,965,264,12012,855,1007
NODE_115_length_29876_cov_807.641796_6,8060,626,261,5172,1263,1795
NODE_115_length_29876_cov_807.641796_7,9505,254,68,14709,432,457
NODE_115_length_29876_cov_807.641796_8,741,8,0,191,2,8
NODE_115_length_29876_cov_807.641796_9,464,0,0,182,0,0
NODE_115_length_29876_cov_807.641796_10,83338,9272,5142,115402,8212,7887
NODE_115_length_29876_cov_807.641796_11,17831,637,271,20826,486,599
NODE_115_length_29876_cov_807.641796_12,4280,30,4,3091,14,14
NODE_115_length_29876_cov_807.641796_13,492,0,0,67,4,0
NODE_119_length_29301_cov_468.768242_1,1537,6,3,531,21,30
NODE_119_length_29301_cov_468.768242_2,17619,322,166,6872,458,597
NODE_119_length_29301_cov_468.768242_3,17659,851,263,13250,1447,1585
NODE_119_length_29301_cov_468.768242_4,6850,11,6,2180,48,15
NODE_119_length_29301_cov_468.768242_5,5465,794,309,3238,395,432
NODE_119_length_29301_cov_468.768242_6,1774,0,0,1628,0,4
NODE_119_length_29301_cov_468.768242_7,917,0,0,525,0,2
NODE_119_length_29301_cov_468.768242_8,15699,1386,534,12066,1053,1270
NODE_119_length_29301_cov_468.768242_9,9862,448,294,3874,589,603
NODE_119_length_29301_cov_468.768242_10,8571,1256,501,4455,1191,950
NODE_119_length_29301_cov_468.768242_11,5870,953,527,2825,746,522
NODE_119_length_29301_cov_468.768242_12,12110,1078,839,6556,1174,947
NODE_119_length_29301_cov_468.768242_13,374,0,0,116,0,0
NODE_119_length_29301_cov_468.768242_14,14701,4722,1909,13148,3077,3528
NODE_119_length_29301_cov_468.768242_15,975,12,8,437,0,0
NODE_119_length_29301_cov_468.768242_16,67164,80,90,54990,27,36
NODE_121_length_29058_cov_381.760370_1,4733,398,108,2169,800,1162
NODE_121_length_29058_cov_381.760370_2,39729,5087,2246,61828,6565,5081
NODE_121_length_29058_cov_381.760370_3,3674,120,44,2462,162,146
NODE_121_length_29058_cov_381.760370_4,5472,167,98,2673,280,342
NODE_121_length_29058_cov_381.760370_5,2979,193,90,1750,483,472
NODE_121_length_29058_cov_381.760370_6,3259,41,44,1292,173,191
NODE_121_length_29058_cov_381.760370_7,4923,77,22,2399,305,330
NODE_121_length_29058_cov_381.760370_8,24348,127,62,12222,237,362
NODE_121_length_29058_cov_381.760370_9,6140,189,32,4317,273,327
NODE_121_length_29058_cov_381.760370_10,2056,176,56,971,480,536
NODE_121_length_29058_cov_381.760370_11,205,16,38,122,36,58
NODE_121_length_29058_cov_381.760370_12,2986,83,26,1946,255,569
NODE_121_length_29058_cov_381.760370_13,32222,14933,4334,34321,7764,6639
NODE_121_length_29058_cov_381.760370_14,27892,1672,762,22520,1670,2048
NODE_121_length_29058_cov_381.760370_15,2934,0,0,1488,0,2
NODE_121_length_29058_cov_381.760370_16,4659,8,16,1588,2,4
NODE_121_length_29058_cov_381.760370_17,4837,0,0,1997,14,42
NODE_124_length_28816_cov_448.555544_1,1944,420,124,1171,560,305
NODE_124_length_28816_cov_448.555544_2,4122,1867,609,2511,1841,1084
NODE_124_length_28816_cov_448.555544_3,6064,2182,923,3745,1606,994
NODE_124_length_28816_cov_448.555544_4,1241,153,60,699,187,49
NODE_124_length_28816_cov_448.555544_5,952,46,46,344,80,61
NODE_124_length_28816_cov_448.555544_6,11343,1301,442,5780,1924,993
NODE_124_length_28816_cov_448.555544_7,853,334,53,482,88,90
NODE_124_length_28816_cov_448.555544_8,3965,3085,882,1640,2221,1211
NODE_124_length_28816_cov_448.555544_9,13040,1945,771,11822,2364,2585
NODE_124_length_28816_cov_448.555544_10,8453,1080,410,8350,1099,1437
NODE_124_length_28816_cov_448.555544_11,47537,7458,3120,45893,4585,5746
NODE_124_length_28816_cov_448.555544_12,95254,7981,2987,126124,7504,6520
NODE_124_length_28816_cov_448.555544_13,46638,1399,677,65322,2103,2323
NODE_124_length_28816_cov_448.555544_14,224292,14237,4873,324612,22445,22541
NODE_124_length_28816_cov_448.555544_15,334249,44440,16855,506606,49976,52367
NODE_124_length_28816_cov_448.555544_16,59907,14001,6652,72345,11722,10750
NODE_124_length_28816_cov_448.555544_17,106731,53832,16915,151867,42511,41782
NODE_124_length_28816_cov_448.555544_18,4975,4055,1084,4160,4863,5081
NODE_125_length_28767_cov_398.849854_1,31801,3627,1291,14382,2777,2956
NODE_125_length_28767_cov_398.849854_2,42333,8506,3107,55976,9075,11783
NODE_125_length_28767_cov_398.849854_3,13150,12,6,13945,12,8
NODE_125_length_28767_cov_398.849854_4,1224,5,5,1083,10,10
NODE_125_length_28767_cov_398.849854_5,5009,205,62,1946,331,364
NODE_125_length_28767_cov_398.849854_6,950,8,5,395,18,26
NODE_125_length_28767_cov_398.849854_7,10271,1085,331,9718,1175,960
NODE_125_length_28767_cov_398.849854_8,576,0,0,276,0,0
NODE_125_length_28767_cov_398.849854_9,7698,22,8,3453,50,112
NODE_125_length_28767_cov_398.849854_10,638,0,26,341,2,0
NODE_125_length_28767_cov_398.849854_11,4727,0,0,1991,0,2
NODE_125_length_28767_cov_398.849854_12,12121,1429,574,12595,1348,1312
NODE_125_length_28767_cov_398.849854_13,19998,3656,1341,14133,3471,2893
NODE_125_length_28767_cov_398.849854_14,46355,16523,6388,62451,14765,14762
NODE_125_length_28767_cov_398.849854_15,32710,2220,787,49633,3508,3098
NODE_125_length_28767_cov_398.849854_16,44458,11725,5407,53141,11024,8995
NODE_126_length_28695_cov_1005.276920_1,0,0,0,2,0,0
NODE_126_length_28695_cov_1005.276920_2,225,0,0,41,0,0
NODE_126_length_28695_cov_1005.276920_3,305,0,16,206,0,0
NODE_126_length_28695_cov_1005.276920_4,1198,0,4,277,0,0
NODE_126_length_28695_cov_1005.276920_5,12209,584,227,5602,704,771
NODE_126_length_28695_cov_1005.276920_6,3352,764,321,1587,1131,1263
NODE_126_length_28695_cov_1005.276920_7,12499,1630,928,10618,1913,1953
NODE_126_length_28695_cov_1005.276920_8,15361,389,126,5517,401,430
NODE_126_length_28695_cov_1005.276920_9,20965,237,34,5789,189,308
NODE_126_length_28695_cov_1005.276920_10,2925,0,0,1121,0,2
NODE_126_length_28695_cov_1005.276920_11,754,0,2,195,8,0
NODE_126_length_28695_cov_1005.276920_12,6885,179,96,6489,299,248
NODE_126_length_28695_cov_1005.276920_13,990,0,0,192,0,0
NODE_126_length_28695_cov_1005.276920_14,6350,139,63,3764,134,160
NODE_126_length_28695_cov_1005.276920_15,6282,180,112,6316,192,140
NODE_126_length_28695_cov_1005.276920_16,2286,23,11,1360,23,42
NODE_126_length_28695_cov_1005.276920_17,1565,54,9,1597,73,56
NODE_126_length_28695_cov_1005.276920_18,3259,97,42,3616,119,77
NODE_126_length_28695_cov_1005.276920_19,11553,279,68,10654,395,449
NODE_126_length_28695_cov_1005.276920_20,2685,137,68,2094,217,182
NODE_126_length_28695_cov_1005.276920_21,4628,272,126,4345,445,373
NODE_126_length_28695_cov_1005.276920_22,9619,300,145,7575,858,796
NODE_126_length_28695_cov_1005.276920_23,53762,4528,1503,97430,6393,8050
NODE_126_length_28695_cov_1005.276920_24,56480,5518,1839,94306,6692,7655
NODE_126_length_28695_cov_1005.276920_25,18476,2577,1147,24693,3818,4670
NODE_127_length_28402_cov_2061.682259_1,820,0,0,612,0,0
NODE_127_length_28402_cov_2061.682259_2,1962,513,96,2417,645,1023
NODE_127_length_28402_cov_2061.682259_3,683,187,48,393,297,557
NODE_127_length_28402_cov_2061.682259_4,1835,2,0,1677,0,3
NODE_127_length_28402_cov_2061.682259_5,10689,13296,6335,12418,13475,4339
NODE_127_length_28402_cov_2061.682259_6,434,0,0,496,0,2
NODE_127_length_28402_cov_2061.682259_7,9,0,0,13,0,0
NODE_127_length_28402_cov_2061.682259_8,9,0,0,0,0,0
NODE_127_length_28402_cov_2061.682259_9,126,0,0,16,0,0
NODE_127_length_28402_cov_2061.682259_10,17077,1485,659,17556,1514,2019
NODE_127_length_28402_cov_2061.682259_11,624,0,2,232,11,0
NODE_127_length_28402_cov_2061.682259_12,2393,4,8,1149,0,0
NODE_127_length_28402_cov_2061.682259_13,393,0,0,100,0,0
NODE_127_length_28402_cov_2061.682259_14,15281,1357,387,17371,1124,811
NODE_127_length_28402_cov_2061.682259_15,597,128,23,293,200,179
NODE_127_length_28402_cov_2061.682259_16,3133,205,147,1286,469,603
NODE_127_length_28402_cov_2061.682259_17,12954,278,247,5810,666,681
NODE_127_length_28402_cov_2061.682259_18,2781,300,62,1826,302,331
NODE_127_length_28402_cov_2061.682259_19,57129,9067,3069,84059,12377,16677
NODE_127_length_28402_cov_2061.682259_20,10099,3216,1225,10842,3262,3508
NODE_127_length_28402_cov_2061.682259_21,1291,0,10,873,6,8
NODE_127_length_28402_cov_2061.682259_22,595,0,0,246,6,2
NODE_127_length_28402_cov_2061.682259_23,203,0,0,134,0,0
NODE_127_length_28402_cov_2061.682259_24,324,0,0,219,0,0
NODE_127_length_28402_cov_2061.682259_25,933,3,8,272,58,36
NODE_127_length_28402_cov_2061.682259_26,341,0,1,37,4,6
NODE_128_length_28234_cov_442.496398_1,551,0,0,402,8,2
NODE_128_length_28234_cov_442.496398_2,1597,0,0,1956,0,0
NODE_128_length_28234_cov_442.496398_3,2682,0,0,2148,4,0
NODE_128_length_28234_cov_442.496398_4,3000,572,203,3387,550,534
NODE_128_length_28234_cov_442.496398_5,4550,594,218,3812,1000,1495
NODE_128_length_28234_cov_442.496398_6,2606,551,80,3720,390,356
NODE_128_length_28234_cov_442.496398_7,4549,339,170,3636,348,413
NODE_128_length_28234_cov_442.496398_8,9750,1399,626,7165,1964,2436
NODE_128_length_28234_cov_442.496398_9,15966,16084,3860,21628,9573,11738
NODE_128_length_28234_cov_442.496398_10,20540,1888,453,33146,2476,1857
NODE_128_length_28234_cov_442.496398_11,29036,8,16,45393,22,31
NODE_128_length_28234_cov_442.496398_12,4473,554,148,2910,520,639
NODE_128_length_28234_cov_442.496398_13,1020,0,0,914,0,0
NODE_128_length_28234_cov_442.496398_14,5149,994,341,8010,1515,2193
NODE_128_length_28234_cov_442.496398_15,4288,749,299,3814,601,887
NODE_128_length_28234_cov_442.496398_16,6226,32,18,4041,48,6
NODE_128_length_28234_cov_442.496398_17,998,0,0,572,0,0
NODE_128_length_28234_cov_442.496398_18,997,0,0,703,0,0
NODE_128_length_28234_cov_442.496398_19,854,26,0,336,6,0
NODE_128_length_28234_cov_442.496398_20,1020,0,0,296,0,0
NODE_128_length_28234_cov_442.496398_21,9753,1435,510,5055,1655,2640
NODE_128_length_28234_cov_442.496398_22,1314,0,0,822,0,0
NODE_128_length_28234_cov_442.496398_23,41877,11219,3785,62188,8155,5396
NODE_128_length_28234_cov_442.496398_24,6181,434,143,3848,407,350
NODE_135_length_27484_cov_1500.136316_1,22,0,0,19,0,0
NODE_135_length_27484_cov_1500.136316_2,934,0,0,479,3,3
NODE_135_length_27484_cov_1500.136316_3,781,5,0,286,16,19
NODE_135_length_27484_cov_1500.136316_4,546,0,0,159,0,1
NODE_135_length_27484_cov_1500.136316_5,1509,0,0,938,0,2
NODE_135_length_27484_cov_1500.136316_6,5343,1633,452,5477,1101,1313
NODE_135_length_27484_cov_1500.136316_7,9514,1117,338,3842,584,629
NODE_135_length_27484_cov_1500.136316_8,2009,0,0,865,6,4
NODE_135_length_27484_cov_1500.136316_9,4284,294,334,2022,264,349
NODE_135_length_27484_cov_1500.136316_10,2514,10,0,1161,1,6
NODE_135_length_27484_cov_1500.136316_11,7533,784,474,6550,488,2012
NODE_135_length_27484_cov_1500.136316_12,9985,1047,332,9615,621,860
NODE_135_length_27484_cov_1500.136316_13,4638,444,99,4601,286,380
NODE_135_length_27484_cov_1500.136316_14,9581,765,218,8152,561,632
NODE_135_length_27484_cov_1500.136316_15,11817,1331,411,12899,962,1246
NODE_135_length_27484_cov_1500.136316_16,15057,2473,757,17788,1574,2112
NODE_135_length_27484_cov_1500.136316_17,7886,567,186,9202,511,627
NODE_135_length_27484_cov_1500.136316_18,7839,457,157,9161,395,514
NODE_135_length_27484_cov_1500.136316_19,15128,1384,532,16275,997,1107
NODE_135_length_27484_cov_1500.136316_20,12824,823,300,11814,771,883
NODE_135_length_27484_cov_1500.136316_21,13701,1239,401,17685,987,1145
NODE_135_length_27484_cov_1500.136316_22,5444,3,0,8379,22,7
NODE_135_length_27484_cov_1500.136316_23,47826,5732,1759,70179,3313,2740
NODE_135_length_27484_cov_1500.136316_24,6532,1331,343,5194,1171,848
NODE_135_length_27484_cov_1500.136316_25,3372,42,24,1267,42,81
NODE_135_length_27484_cov_1500.136316_26,10246,841,349,9015,1146,855
NODE_135_length_27484_cov_1500.136316_27,703,13,20,291,17,33
NODE_138_length_27327_cov_500.405874_1,2750,9,8,1464,29,4
NODE_138_length_27327_cov_500.405874_2,7077,452,123,10189,218,300
NODE_138_length_27327_cov_500.405874_3,851,14,0,785,3,8
NODE_138_length_27327_cov_500.405874_4,10857,1227,476,13348,911,916
NODE_138_length_27327_cov_500.405874_5,815,3,4,452,19,25
NODE_138_length_27327_cov_500.405874_6,9360,380,74,6023,342,378
NODE_138_length_27327_cov_500.405874_7,5605,294,92,4060,246,297
NODE_138_length_27327_cov_500.405874_8,4444,28866,25450,2176,20897,60148
NODE_138_length_27327_cov_500.405874_9,894,0,0,373,0,2
NODE_138_length_27327_cov_500.405874_10,2356,923,616,1471,1684,1642
NODE_138_length_27327_cov_500.405874_11,27555,6011,2568,30145,5872,7477
NODE_138_length_27327_cov_500.405874_12,476,0,0,241,2,4
NODE_138_length_27327_cov_500.405874_13,96,0,0,27,3,0
NODE_138_length_27327_cov_500.405874_14,313,0,0,4,0,0
NODE_138_length_27327_cov_500.405874_15,7256,571,368,3762,961,1285
NODE_138_length_27327_cov_500.405874_16,8317,1488,775,5551,1804,2262
NODE_138_length_27327_cov_500.405874_17,1762,202,66,1218,364,494
NODE_138_length_27327_cov_500.405874_18,1362,0,0,1174,0,0
NODE_138_length_27327_cov_500.405874_19,6144,3328,1032,6400,6154,8400
NODE_138_length_27327_cov_500.405874_20,978,0,0,251,0,0
NODE_138_length_27327_cov_500.405874_21,1307,0,0,565,0,0
NODE_138_length_27327_cov_500.405874_22,2270,4,12,907,1,2
NODE_138_length_27327_cov_500.405874_23,12476,1457,571,12279,1707,2300
NODE_142_length_27216_cov_241.843710_1,19,11,0,0,1,0
NODE_142_length_27216_cov_241.843710_2,6,2,0,18,4,0
NODE_142_length_27216_cov_241.843710_3,332,18,18,310,26,40
NODE_142_length_27216_cov_241.843710_4,27,0,0,42,0,0
NODE_142_length_27216_cov_241.843710_5,367,8,0,171,0,28
NODE_142_length_27216_cov_241.843710_6,439,4,10,435,8,2
NODE_142_length_27216_cov_241.843710_7,609,12,4,627,10,0
NODE_142_length_27216_cov_241.843710_8,344,60,36,475,20,8
NODE_142_length_27216_cov_241.843710_9,149,0,0,66,0,0
NODE_142_length_27216_cov_241.843710_10,213,8,0,220,0,0
NODE_142_length_27216_cov_241.843710_11,25443,614,269,7482,859,685
NODE_142_length_27216_cov_241.843710_12,614,0,0,154,6,0
NODE_142_length_27216_cov_241.843710_13,504,0,0,197,0,0
NODE_142_length_27216_cov_241.843710_14,2894,593,113,2320,329,330
NODE_142_length_27216_cov_241.843710_15,2690,0,0,2836,0,0
NODE_142_length_27216_cov_241.843710_16,32249,27215,6987,40577,30011,27341
NODE_142_length_27216_cov_241.843710_17,28512,6023,2227,39429,7451,9938
NODE_142_length_27216_cov_241.843710_18,22533,1602,716,33873,2800,4763
NODE_142_length_27216_cov_241.843710_19,41682,5263,2973,38969,5669,5271
NODE_143_length_27120_cov_457.446592_1,11476,412,105,4706,395,296
NODE_143_length_27120_cov_457.446592_2,8761,95,20,7595,183,118
NODE_143_length_27120_cov_457.446592_3,3273,5968,1613,4548,5229,6618
NODE_143_length_27120_cov_457.446592_4,5404,751,308,4589,729,720
NODE_143_length_27120_cov_457.446592_5,649,162,88,257,201,159
NODE_143_length_27120_cov_457.446592_6,19758,6230,2365,14744,4300,5455
NODE_143_length_27120_cov_457.446592_7,1447,0,0,1116,0,0
NODE_143_length_27120_cov_457.446592_8,14087,1889,963,14914,2132,1671
NODE_143_length_27120_cov_457.446592_9,5850,787,362,6570,1046,1013
NODE_143_length_27120_cov_457.446592_10,31173,7133,1763,51275,5505,5052
NODE_143_length_27120_cov_457.446592_11,5669,219,41,3399,119,292
NODE_143_length_27120_cov_457.446592_12,1891,188,87,962,154,128
NODE_143_length_27120_cov_457.446592_13,3201,610,175,3921,769,981
NODE_143_length_27120_cov_457.446592_14,2887,388,105,2454,487,367
NODE_143_length_27120_cov_457.446592_15,9285,625,267,8602,999,1259
NODE_143_length_27120_cov_457.446592_16,11926,21382,8810,16252,7767,12528
NODE_143_length_27120_cov_457.446592_17,4596,662,214,4639,983,1155
NODE_143_length_27120_cov_457.446592_18,4484,241,41,4082,200,330
NODE_143_length_27120_cov_457.446592_19,10479,570,222,11780,583,639
NODE_144_length_26430_cov_454.532626_1,6122,1073,346,2179,671,649
NODE_144_length_26430_cov_454.532626_2,971,102,36,216,44,83
NODE_144_length_26430_cov_454.532626_3,1759,48,24,605,113,69
NODE_144_length_26430_cov_454.532626_4,1596,35,10,703,22,26
NODE_144_length_26430_cov_454.532626_5,12140,48,2,7078,32,56
NODE_144_length_26430_cov_454.532626_6,9136,2866,979,8725,2263,1861
NODE_144_length_26430_cov_454.532626_7,902,0,0,208,4,0
NODE_144_length_26430_cov_454.532626_8,5092,690,194,4706,626,519
NODE_144_length_26430_cov_454.532626_9,11607,3687,1408,12660,4388,4175
NODE_144_length_26430_cov_454.532626_10,3337,501,297,3495,1069,1001
NODE_144_length_26430_cov_454.532626_11,26910,10107,2971,31082,11224,9196
NODE_144_length_26430_cov_454.532626_12,72072,67478,18529,105749,46996,39434
NODE_144_length_26430_cov_454.532626_13,609,4,0,209,0,0
NODE_144_length_26430_cov_454.532626_14,184941,29667,10774,296817,27786,23361
NODE_144_length_26430_cov_454.532626_15,3975,95,72,2125,137,183
NODE_144_length_26430_cov_454.532626_16,148343,20464,6080,223490,20598,23142
NODE_144_length_26430_cov_454.532626_17,92558,37612,10014,142768,28560,31164
NODE_144_length_26430_cov_454.532626_18,47073,6907,1622,64260,6286,4631
NODE_144_length_26430_cov_454.532626_19,3745,226,92,4945,692,500
NODE_144_length_26430_cov_454.532626_20,21146,2172,769,13413,1469,1551
NODE_147_length_25655_cov_455.319180_1,328,0,2,28,0,0
NODE_147_length_25655_cov_455.319180_2,62597,25240,3637,85551,24006,15783
NODE_147_length_25655_cov_455.319180_3,15041,5838,2244,20267,3794,4885
NODE_147_length_25655_cov_455.319180_4,38424,20205,6458,42688,10080,9236
NODE_147_length_25655_cov_455.319180_5,1702,0,0,1650,6,338
NODE_147_length_25655_cov_455.319180_6,1444,0,0,1208,1,0
NODE_147_length_25655_cov_455.319180_7,4510,288,160,2246,423,484
NODE_147_length_25655_cov_455.319180_8,11427,206,22,4575,223,367
NODE_147_length_25655_cov_455.319180_9,14796,8,0,21073,22,12
NODE_147_length_25655_cov_455.319180_10,20834,10,2,23946,10,18
NODE_147_length_25655_cov_455.319180_11,3198,54,18,1879,90,81
NODE_147_length_25655_cov_455.319180_12,13423,498,158,11984,827,851
NODE_147_length_25655_cov_455.319180_13,573,0,2,361,0,18
NODE_147_length_25655_cov_455.319180_14,5911,84,86,1623,140,211
NODE_147_length_25655_cov_455.319180_15,21069,550,284,6852,668,874
NODE_148_length_25653_cov_524.623564_1,13369,1582,1411,13217,2631,4697
NODE_148_length_25653_cov_524.623564_2,4057,4611,1380,4422,2941,3119
NODE_148_length_25653_cov_524.623564_3,19140,140,86,22681,214,231
NODE_148_length_25653_cov_524.623564_4,9238,361,91,4490,596,716
NODE_148_length_25653_cov_524.623564_5,2662,49,12,1593,162,171
NODE_148_length_25653_cov_524.623564_6,3617,81,26,1805,96,159
NODE_148_length_25653_cov_524.623564_7,11152,518,115,8932,480,330
NODE_148_length_25653_cov_524.623564_8,7288,710,200,3768,1072,1152
NODE_148_length_25653_cov_524.623564_9,780,0,10,346,0,0
NODE_148_length_25653_cov_524.623564_10,1050,0,0,542,2,0
NODE_148_length_25653_cov_524.623564_11,5604,162,20,5407,158,60
NODE_148_length_25653_cov_524.623564_12,4280,2131,750,7109,1823,1768
NODE_148_length_25653_cov_524.623564_13,4739,2423,992,2841,1921,1435
NODE_148_length_25653_cov_524.623564_14,19234,4308,1458,23876,3371,3240
NODE_148_length_25653_cov_524.623564_15,12850,271,146,14934,452,453
NODE_148_length_25653_cov_524.623564_16,1142,4,0,802,13,5
NODE_148_length_25653_cov_524.623564_17,18662,1000,285,8992,980,956
NODE_148_length_25653_cov_524.623564_18,1853,82,48,795,174,102
NODE_148_length_25653_cov_524.623564_19,20430,1608,287,11062,893,1102
NODE_149_length_25592_cov_479.394447_1,11847,158,183,9002,1305,1624
NODE_149_length_25592_cov_479.394447_2,729,0,0,454,0,0
NODE_149_length_25592_cov_479.394447_3,59072,64793,39762,77606,101660,162394
NODE_149_length_25592_cov_479.394447_4,2315,187,138,1268,309,505
NODE_149_length_25592_cov_479.394447_5,550,0,0,224,0,0
NODE_149_length_25592_cov_479.394447_6,8148,1695,574,3879,2520,2879
NODE_149_length_25592_cov_479.394447_7,39033,4486,1414,52834,4576,4845
NODE_149_length_25592_cov_479.394447_8,23936,2418,1005,27074,2863,2558
NODE_149_length_25592_cov_479.394447_9,42752,6719,2747,46799,6878,8332
NODE_149_length_25592_cov_479.394447_10,1632,0,0,1137,0,2
NODE_149_length_25592_cov_479.394447_11,8497,296,120,3631,76,149
NODE_149_length_25592_cov_479.394447_12,2319,88,48,1375,134,109
NODE_149_length_25592_cov_479.394447_13,540,12,0,407,0,0
NODE_149_length_25592_cov_479.394447_14,3248,100,109,2348,92,59
NODE_149_length_25592_cov_479.394447_15,12367,5150,3074,16169,7887,4285
NODE_149_length_25592_cov_479.394447_16,29784,3281,1161,41495,3175,1570
NODE_149_length_25592_cov_479.394447_17,952,0,0,426,0,0
NODE_149_length_25592_cov_479.394447_18,2527,0,0,1006,0,0
NODE_149_length_25592_cov_479.394447_19,1720,0,0,737,0,0
NODE_149_length_25592_cov_479.394447_20,1927,0,14,744,4,0
NODE_150_length_25455_cov_452.544488_1,9326,339,222,7023,354,421
NODE_150_length_25455_cov_452.544488_2,4378,131,99,3045,181,139
NODE_150_length_25455_cov_452.544488_3,25498,2873,989,31275,2554,2771
NODE_150_length_25455_cov_452.544488_4,6613,1677,617,3655,1599,2003
NODE_150_length_25455_cov_452.544488_5,37757,19711,7614,43736,22841,25079
NODE_150_length_25455_cov_452.544488_6,2196,0,8,554,0,0
NODE_150_length_25455_cov_452.544488_7,2949,54,13,1127,84,79
NODE_150_length_25455_cov_452.544488_8,15036,900,350,12199,803,890
NODE_150_length_25455_cov_452.544488_9,32375,1252,549,50434,1989,1980
NODE_150_length_25455_cov_452.544488_10,38572,8168,2685,55945,6481,7470
NODE_150_length_25455_cov_452.544488_11,62525,50460,16135,96533,38824,40510
NODE_150_length_25455_cov_452.544488_12,21394,3626,1704,9547,7938,8265
NODE_150_length_25455_cov_452.544488_13,12593,0,0,4478,0,0
NODE_150_length_25455_cov_452.544488_14,10581,0,0,4138,0,0
NODE_151_length_25243_cov_457.244918_1,3382,23,6,1493,43,94
NODE_151_length_25243_cov_457.244918_2,3195,264,297,1155,365,532
NODE_151_length_25243_cov_457.244918_3,810,9,16,248,159,113
NODE_151_length_25243_cov_457.244918_4,7880,1312,409,7083,1970,3237
NODE_151_length_25243_cov_457.244918_5,5313,2318,814,3800,1846,1928
NODE_151_length_25243_cov_457.244918_6,1915,0,16,1774,2,0
NODE_151_length_25243_cov_457.244918_7,5104,84,36,2274,103,144
NODE_151_length_25243_cov_457.244918_8,5748,428,66,5307,332,447
NODE_151_length_25243_cov_457.244918_9,7403,301,64,7148,266,451
NODE_151_length_25243_cov_457.244918_10,42083,4826,1587,45786,4755,5811
NODE_151_length_25243_cov_457.244918_11,5137,733,290,4124,1309,1503
NODE_151_length_25243_cov_457.244918_12,6550,672,254,5109,1337,2000
NODE_151_length_25243_cov_457.244918_13,21182,2331,884,21599,2571,2756
NODE_151_length_25243_cov_457.244918_14,8689,509,115,8134,1066,1235
NODE_151_length_25243_cov_457.244918_15,4494,592,225,6234,924,952
NODE_151_length_25243_cov_457.244918_16,3136,798,336,3865,1077,1223
NODE_151_length_25243_cov_457.244918_17,27597,3996,1574,25844,2533,2242
NODE_151_length_25243_cov_457.244918_18,334,0,0,129,0,0
NODE_152_length_25177_cov_569.048483_1,10442,111,42,4602,180,290
NODE_152_length_25177_cov_569.048483_2,3556,450,136,3502,633,617
NODE_152_length_25177_cov_569.048483_3,29240,4179,1285,41762,3692,3394
NODE_152_length_25177_cov_569.048483_4,19405,3414,1097,34918,5840,9238
NODE_152_length_25177_cov_569.048483_5,26856,7943,2446,39311,6535,6364
NODE_152_length_25177_cov_569.048483_6,368034,59148,22091,502172,43595,43168
NODE_152_length_25177_cov_569.048483_7,130538,8082,2692,201359,13887,18717
NODE_152_length_25177_cov_569.048483_8,36403,8021,2977,54774,9654,9850
NODE_152_length_25177_cov_569.048483_9,34154,7571,2148,55252,7593,7425
NODE_152_length_25177_cov_569.048483_10,4875,113,49,6518,204,324
NODE_152_length_25177_cov_569.048483_11,8557,315,134,11384,366,752
NODE_152_length_25177_cov_569.048483_12,18953,5056,1916,29672,3450,4629
NODE_152_length_25177_cov_569.048483_13,11151,1157,367,15660,1493,2602
NODE_152_length_25177_cov_569.048483_14,1833,2,4,1369,25,80
NODE_152_length_25177_cov_569.048483_15,883,0,0,639,2,0
NODE_152_length_25177_cov_569.048483_16,1448,16,0,616,0,2
NODE_152_length_25177_cov_569.048483_17,511,0,0,276,0,0
NODE_152_length_25177_cov_569.048483_18,1731,0,0,1309,0,0
NODE_152_length_25177_cov_569.048483_19,2764,0,10,1990,0,8
NODE_152_length_25177_cov_569.048483_20,3359,214,44,4031,248,214
NODE_152_length_25177_cov_569.048483_21,60536,85039,18849,38029,32239,40334
NODE_152_length_25177_cov_569.048483_22,4326,2,0,2709,10,0
NODE_153_length_24944_cov_757.707019_1,17058,1887,809,17616,3083,6770
NODE_153_length_24944_cov_757.707019_2,3665,70,28,2474,312,451
NODE_153_length_24944_cov_757.707019_3,3515,327,73,1439,690,830
NODE_153_length_24944_cov_757.707019_4,1805,395,145,2309,585,546
NODE_153_length_24944_cov_757.707019_5,35681,1405,867,48992,1772,2382
NODE_153_length_24944_cov_757.707019_6,91764,15086,5689,131151,17762,19655
NODE_153_length_24944_cov_757.707019_7,2175,0,3,2367,33,6
NODE_153_length_24944_cov_757.707019_8,89,0,0,4,0,0
NODE_153_length_24944_cov_757.707019_9,1067,0,0,486,0,0
NODE_153_length_24944_cov_757.707019_10,1538,0,0,1064,0,2
NODE_153_length_24944_cov_757.707019_11,6663,986,421,5619,1959,2007
NODE_153_length_24944_cov_757.707019_12,47385,6634,3034,71573,10819,13174
NODE_153_length_24944_cov_757.707019_13,3909,2,0,4166,1,4
