gene,SS0127_S17,SS0126_S16,SS0124_S14,SS0125_S15,SS0123_S13,SS0122_S12
NODE_294_length_12775_cov_450.023899_8,2243,184,4357,477,271,69
NODE_294_length_12775_cov_450.023899_9,3578,334,11598,529,319,105
NODE_294_length_12775_cov_450.023899_10,511,0,1913,0,0,0
NODE_300_length_12451_cov_580.947160_1,36871,3745,26818,4221,3707,1162
NODE_300_length_12451_cov_580.947160_2,1923,2,2547,0,2,0
NODE_300_length_12451_cov_580.947160_3,1770,0,1717,0,0,0
NODE_300_length_12451_cov_580.947160_4,123459,8794,83638,5196,6416,2723
NODE_300_length_12451_cov_580.947160_5,10983,1762,10262,3175,2464,697
NODE_300_length_12451_cov_580.947160_6,9672,1524,12436,2757,2806,881
NODE_300_length_12451_cov_580.947160_7,16147,2041,12702,2451,2023,603
NODE_300_length_12451_cov_580.947160_8,22541,4340,20120,3991,3880,1619
NODE_300_length_12451_cov_580.947160_9,1363,0,1521,0,4,2
NODE_300_length_12451_cov_580.947160_10,123,3,529,1,6,0
NODE_300_length_12451_cov_580.947160_11,59,0,312,0,0,0
NODE_305_length_12309_cov_467.876204_1,4316,367,8565,491,606,167
NODE_305_length_12309_cov_467.876204_2,971,175,3585,111,78,44
NODE_305_length_12309_cov_467.876204_3,758,1270,1924,1660,1107,407
NODE_305_length_12309_cov_467.876204_4,3083,94,4437,478,361,38
NODE_305_length_12309_cov_467.876204_5,30649,3381,20350,2387,2719,1299
NODE_305_length_12309_cov_467.876204_6,121895,36407,84631,9055,13502,5502
NODE_305_length_12309_cov_467.876204_7,686,8,1146,0,50,6
NODE_305_length_12309_cov_467.876204_8,8502,702,7323,372,588,157
NODE_305_length_12309_cov_467.876204_9,21303,2392,16279,1771,1833,831
NODE_305_length_12309_cov_467.876204_10,2094,503,3673,307,277,121
NODE_308_length_12276_cov_574.693560_1,30426,67,31709,28,13,14
NODE_308_length_12276_cov_574.693560_2,2429,145,4446,104,119,70
NODE_308_length_12276_cov_574.693560_3,3003,495,5372,451,452,157
NODE_308_length_12276_cov_574.693560_4,3525,191,4152,166,285,33
NODE_308_length_12276_cov_574.693560_5,10284,2055,22929,1625,1549,802
NODE_309_length_12249_cov_737.146629_1,104494,41,60258,122,71,10
NODE_309_length_12249_cov_737.146629_2,302,0,696,0,0,0
NODE_309_length_12249_cov_737.146629_3,382,0,880,4,0,0
NODE_309_length_12249_cov_737.146629_6,0,0,53,0,0,0
NODE_309_length_12249_cov_737.146629_7,36495,8060,34864,11644,10251,3263
NODE_309_length_12249_cov_737.146629_8,29496,6010,20663,6953,7848,2118
NODE_309_length_12249_cov_737.146629_9,5783,1805,4044,2677,2530,532
NODE_309_length_12249_cov_737.146629_10,4967,1178,4578,1760,1409,619
NODE_309_length_12249_cov_737.146629_11,19689,2334,15649,1588,1766,767
NODE_309_length_12249_cov_737.146629_12,3729,590,4061,670,566,141
NODE_309_length_12249_cov_737.146629_13,229,0,511,0,0,0
NODE_312_length_12161_cov_429.809599_1,55930,160,45482,1209,461,9
NODE_312_length_12161_cov_429.809599_2,13944,589,12040,1030,878,272
NODE_312_length_12161_cov_429.809599_3,1433,128,2897,193,172,20
NODE_312_length_12161_cov_429.809599_4,104833,5009,77810,7585,6417,1527
NODE_312_length_12161_cov_429.809599_5,5916,722,6961,613,567,306
NODE_312_length_12161_cov_429.809599_6,1135,96,2226,71,162,40
NODE_312_length_12161_cov_429.809599_7,1461,53,3111,92,96,108
NODE_312_length_12161_cov_429.809599_8,8428,1443,7504,1433,1313,530
NODE_313_length_12148_cov_12.743819_1,0,0,30,0,0,0
NODE_313_length_12148_cov_12.743819_2,0,0,17,2,0,0
NODE_313_length_12148_cov_12.743819_3,6,11,52,54,26,6
NODE_313_length_12148_cov_12.743819_4,12,0,54,0,0,0
NODE_313_length_12148_cov_12.743819_5,51,0,79,0,0,0
NODE_313_length_12148_cov_12.743819_6,530,39,462,5,0,33
NODE_313_length_12148_cov_12.743819_7,57,18,96,0,0,6
NODE_313_length_12148_cov_12.743819_8,224,44,433,32,8,100
NODE_313_length_12148_cov_12.743819_9,263,10,437,2,110,0
NODE_313_length_12148_cov_12.743819_10,55,24,232,52,34,30
NODE_313_length_12148_cov_12.743819_11,252,448,577,179,200,54
NODE_313_length_12148_cov_12.743819_12,153,16,240,4,0,0
NODE_313_length_12148_cov_12.743819_13,0,6,80,0,1,0
NODE_313_length_12148_cov_12.743819_14,63,2,265,14,1,0
NODE_317_length_12015_cov_402.659365_1,1165,0,1370,0,0,0
NODE_317_length_12015_cov_402.659365_2,9170,2268,8241,1799,2122,640
NODE_317_length_12015_cov_402.659365_3,7360,2402,5756,3071,3034,999
NODE_317_length_12015_cov_402.659365_4,22812,1906,16778,2141,1715,690
NODE_317_length_12015_cov_402.659365_5,21168,3345,16032,4495,3293,977
NODE_317_length_12015_cov_402.659365_6,19424,5050,16326,4766,3121,1655
NODE_317_length_12015_cov_402.659365_7,230,136,509,260,188,60
NODE_318_length_12002_cov_438.694735_1,6313,234,8823,193,313,238
NODE_318_length_12002_cov_438.694735_2,982,72,1823,78,91,16
NODE_318_length_12002_cov_438.694735_3,1744,34,4027,120,108,42
NODE_318_length_12002_cov_438.694735_4,114,749,576,707,520,310
NODE_318_length_12002_cov_438.694735_5,442,844,1096,1058,1075,416
NODE_318_length_12002_cov_438.694735_6,140,0,401,0,0,10
NODE_318_length_12002_cov_438.694735_7,4223,154,10000,168,136,18
NODE_318_length_12002_cov_438.694735_8,2962,324,4149,197,214,84
NODE_318_length_12002_cov_438.694735_9,988,101,2287,142,114,26
NODE_318_length_12002_cov_438.694735_10,246,0,668,0,2,0
NODE_318_length_12002_cov_438.694735_11,231,22,875,10,20,0
NODE_319_length_11956_cov_491.446601_1,646,11,952,35,15,14
NODE_319_length_11956_cov_491.446601_2,527,13,1298,8,3,3
NODE_319_length_11956_cov_491.446601_3,337,590,660,2620,1018,154
NODE_319_length_11956_cov_491.446601_4,314,3,1343,0,6,8
NODE_319_length_11956_cov_491.446601_5,250,234,943,203,128,48
NODE_319_length_11956_cov_491.446601_6,12376,1870,21993,2072,1695,691
NODE_319_length_11956_cov_491.446601_7,92237,13,70653,25,24,28
NODE_319_length_11956_cov_491.446601_8,4105,992,7535,3498,1762,436
NODE_319_length_11956_cov_491.446601_9,908,0,1710,0,0,0
NODE_319_length_11956_cov_491.446601_10,9439,2294,10583,1424,1680,834
NODE_319_length_11956_cov_491.446601_11,321,4,1261,20,2,9
NODE_321_length_11902_cov_499.135815_1,471,0,814,0,1,0
NODE_321_length_11902_cov_499.135815_2,5784,677,4383,547,628,304
NODE_321_length_11902_cov_499.135815_3,160,11,497,11,7,3
NODE_321_length_11902_cov_499.135815_4,1735,78,5405,100,98,55
NODE_321_length_11902_cov_499.135815_5,561,96,860,277,174,41
NODE_321_length_11902_cov_499.135815_6,914,398,2169,576,676,107
NODE_321_length_11902_cov_499.135815_7,14079,1468,12403,1220,1040,454
NODE_321_length_11902_cov_499.135815_8,6885,6,6206,21,0,12
NODE_321_length_11902_cov_499.135815_9,14362,1933,12972,1816,2218,622
NODE_321_length_11902_cov_499.135815_10,1973,123,3876,191,152,34
NODE_321_length_11902_cov_499.135815_11,7731,182,26305,344,195,66
NODE_323_length_11855_cov_469.277288_1,42146,9726,28439,14383,12880,3888
NODE_323_length_11855_cov_469.277288_2,5516,925,6376,1036,807,468
NODE_323_length_11855_cov_469.277288_3,1864,81,2453,143,99,29
NODE_323_length_11855_cov_469.277288_4,508,70,1186,26,103,37
NODE_323_length_11855_cov_469.277288_5,9794,584,11630,918,996,318
NODE_323_length_11855_cov_469.277288_6,10087,791,10207,726,850,270
NODE_323_length_11855_cov_469.277288_7,5715,1255,9572,1093,1007,698
NODE_323_length_11855_cov_469.277288_8,576,16,1474,22,33,8
NODE_323_length_11855_cov_469.277288_9,3477,121,7355,269,156,86
NODE_323_length_11855_cov_469.277288_10,2154,0,3197,0,0,1
NODE_326_length_11802_cov_565.841577_1,17143,2364,27993,4870,3297,1008
NODE_326_length_11802_cov_565.841577_2,29046,4272,20293,5268,3860,1844
NODE_326_length_11802_cov_565.841577_3,694,1011,1662,2855,1982,430
NODE_326_length_11802_cov_565.841577_4,22856,1681,17791,2966,2155,508
NODE_326_length_11802_cov_565.841577_5,9899,694,8044,1188,963,320
NODE_326_length_11802_cov_565.841577_6,4227,47,11316,40,36,2
NODE_326_length_11802_cov_565.841577_7,1877,70,3345,44,145,20
NODE_326_length_11802_cov_565.841577_8,1206,168,1494,442,184,160
NODE_337_length_11242_cov_501.819880_1,1334,0,1616,0,2,0
NODE_337_length_11242_cov_501.819880_2,3848,120,6897,218,263,47
NODE_337_length_11242_cov_501.819880_3,8025,786,9820,900,1222,338
NODE_337_length_11242_cov_501.819880_4,8677,0,8630,2,0,0
NODE_337_length_11242_cov_501.819880_5,5087,65145,3960,45017,48480,21985
NODE_337_length_11242_cov_501.819880_6,5745,667,12660,599,460,293
NODE_337_length_11242_cov_501.819880_7,1533,0,4802,2,2,18
NODE_347_length_10803_cov_440.945478_1,486,62,600,282,216,24
NODE_347_length_10803_cov_440.945478_2,398,4,606,4,4,0
NODE_347_length_10803_cov_440.945478_3,556,0,1258,0,4,0
NODE_347_length_10803_cov_440.945478_4,382,0,640,0,0,0
NODE_347_length_10803_cov_440.945478_5,42450,4446,24075,5241,6163,973
NODE_347_length_10803_cov_440.945478_6,80485,431,45479,3207,1712,73
NODE_347_length_10803_cov_440.945478_7,22129,6,13054,2,16,1
NODE_347_length_10803_cov_440.945478_8,8655,26,4991,188,132,1
NODE_347_length_10803_cov_440.945478_9,955099,518044,644473,854142,976669,160860
NODE_347_length_10803_cov_440.945478_10,6337,1778,4429,3821,4220,391
NODE_347_length_10803_cov_440.945478_11,343138,81465,232098,100965,111139,28500
NODE_347_length_10803_cov_440.945478_12,49875,1352,36937,1131,1446,651
NODE_347_length_10803_cov_440.945478_13,21053,269,19039,518,456,124
NODE_347_length_10803_cov_440.945478_14,8764,2,7559,2,0,2
NODE_347_length_10803_cov_440.945478_15,1045,0,2209,0,2,0
NODE_347_length_10803_cov_440.945478_16,842,6,847,7,0,0
NODE_348_length_10669_cov_380.891653_1,27313,2523,19755,1440,1403,532
NODE_348_length_10669_cov_380.891653_2,10250,70,9791,214,117,47
NODE_348_length_10669_cov_380.891653_3,46705,2442,41750,1545,1458,950
NODE_348_length_10669_cov_380.891653_4,5738,122,9861,306,189,37
NODE_348_length_10669_cov_380.891653_5,9966,97,15918,117,100,99
NODE_348_length_10669_cov_380.891653_6,2238,6,3981,0,4,10
NODE_348_length_10669_cov_380.891653_7,1005,0,1693,8,4,10
NODE_349_length_10592_cov_440.227010_1,6326,1021,7938,1771,1388,452
NODE_349_length_10592_cov_440.227010_2,10536,2378,10296,5163,3516,974
NODE_349_length_10592_cov_440.227010_3,2997,553,6931,514,437,209
NODE_349_length_10592_cov_440.227010_4,103,0,460,6,16,0
NODE_349_length_10592_cov_440.227010_5,325,0,766,0,0,0
NODE_349_length_10592_cov_440.227010_6,366,0,560,0,0,0
NODE_349_length_10592_cov_440.227010_7,41840,4969,25915,3820,3457,1311
NODE_349_length_10592_cov_440.227010_8,493,38,1157,26,29,0
NODE_349_length_10592_cov_440.227010_9,2700,861,4230,706,1127,453
NODE_349_length_10592_cov_440.227010_10,4579,366,7974,618,469,111
NODE_349_length_10592_cov_440.227010_11,781,44,1443,90,135,43
NODE_349_length_10592_cov_440.227010_12,204,18,761,14,8,0
NODE_353_length_10527_cov_1687.871944_1,36,0,240,0,2,0
NODE_353_length_10527_cov_1687.871944_2,8694,965,9377,1232,1256,422
NODE_353_length_10527_cov_1687.871944_3,63921,5615,48807,7740,7025,2873
NODE_353_length_10527_cov_1687.871944_4,3050,1335,2848,2489,2012,278
NODE_353_length_10527_cov_1687.871944_5,42782,3839,28860,8866,5546,1174
NODE_353_length_10527_cov_1687.871944_6,0,0,11,0,0,0
NODE_353_length_10527_cov_1687.871944_7,95,0,134,0,0,0
NODE_353_length_10527_cov_1687.871944_8,415,14,1023,73,11,20
NODE_365_length_10038_cov_465.928478_1,211,0,595,0,2,10
NODE_365_length_10038_cov_465.928478_2,17279,1872,21054,3330,3025,975
NODE_365_length_10038_cov_465.928478_3,18001,3025,17812,3390,3574,1334
NODE_365_length_10038_cov_465.928478_4,44,0,446,1,0,0
NODE_365_length_10038_cov_465.928478_5,4784,88,8330,434,283,85
NODE_365_length_10038_cov_465.928478_6,2884,177,5268,159,146,122
NODE_372_length_9712_cov_527.598633_1,57,0,214,0,0,0
NODE_372_length_9712_cov_527.598633_2,165,0,640,0,0,0
NODE_372_length_9712_cov_527.598633_3,1159,50,2573,102,144,24
NODE_372_length_9712_cov_527.598633_4,9386,1078,21725,1359,1019,514
NODE_372_length_9712_cov_527.598633_5,2914,1177,8588,1270,787,451
NODE_372_length_9712_cov_527.598633_6,4077,517,14271,738,531,260
NODE_383_length_9493_cov_3909.597478_1,30,0,395,0,0,0
NODE_383_length_9493_cov_3909.597478_2,0,0,21,0,0,0
NODE_383_length_9493_cov_3909.597478_3,9,0,38,0,0,0
NODE_383_length_9493_cov_3909.597478_4,7631,200,7815,182,191,96
NODE_383_length_9493_cov_3909.597478_5,3664,391,7014,558,467,170
NODE_383_length_9493_cov_3909.597478_6,13412,33128,10633,43389,45252,17622
NODE_383_length_9493_cov_3909.597478_7,25,0,79,0,0,0
NODE_400_length_9091_cov_415.660469_1,5698,2391,10103,1576,1780,1056
NODE_400_length_9091_cov_415.660469_2,3794,146,8798,254,204,24
NODE_400_length_9091_cov_415.660469_3,1423,347,3977,421,370,124
NODE_400_length_9091_cov_415.660469_4,172,1,406,11,6,12
NODE_400_length_9091_cov_415.660469_5,17239,4,12709,12,10,36
NODE_400_length_9091_cov_415.660469_6,20628,2066,15351,2200,2010,551
NODE_400_length_9091_cov_415.660469_7,3594,442,7707,588,420,190
NODE_401_length_9069_cov_493.249501_1,1589,164,2564,718,365,70
NODE_401_length_9069_cov_493.249501_2,10230,3395,11556,3746,2665,898
NODE_401_length_9069_cov_493.249501_3,446,4,1080,9,4,0
NODE_401_length_9069_cov_493.249501_4,14584,1341,14297,1242,1205,392
NODE_401_length_9069_cov_493.249501_5,2985,123,7587,222,151,102
NODE_401_length_9069_cov_493.249501_6,39295,5041,27692,4554,4886,2045
NODE_401_length_9069_cov_493.249501_7,9113,0,6928,14,174,0
NODE_405_length_8974_cov_484.942594_1,332,0,1450,0,45,5
NODE_405_length_8974_cov_484.942594_2,218,20,785,0,2,16
NODE_405_length_8974_cov_484.942594_3,5076,441,4600,451,551,163
NODE_405_length_8974_cov_484.942594_4,3601,73,12335,16,24,72
NODE_405_length_8974_cov_484.942594_5,3354,6,7639,6,14,2
NODE_405_length_8974_cov_484.942594_6,986,0,3312,0,0,1
NODE_405_length_8974_cov_484.942594_7,1606,8,4188,6,0,1
NODE_406_length_8948_cov_461.526144_1,4368,0,6154,0,0,1
NODE_406_length_8948_cov_461.526144_2,9503,412,8355,867,669,207
NODE_406_length_8948_cov_461.526144_3,5756,1291,5334,2172,1499,408
NODE_406_length_8948_cov_461.526144_4,31451,4086,23560,8136,5645,1267
NODE_406_length_8948_cov_461.526144_5,59893,72,29686,30,20,2
NODE_406_length_8948_cov_461.526144_6,6028,0,4120,3,0,0
NODE_406_length_8948_cov_461.526144_7,1686,228,2318,615,431,86
NODE_406_length_8948_cov_461.526144_8,5688,365,5033,787,843,233
NODE_406_length_8948_cov_461.526144_9,137,0,363,0,0,0
NODE_407_length_8921_cov_419.092714_1,17618,3994,15672,2830,2783,1352
NODE_407_length_8921_cov_419.092714_2,26990,695,16776,1967,1283,225
NODE_407_length_8921_cov_419.092714_3,5778,1110,7974,1273,1409,504
NODE_407_length_8921_cov_419.092714_4,5626,127,5104,305,220,32
NODE_407_length_8921_cov_419.092714_5,1389,8,1505,82,12,28
NODE_407_length_8921_cov_419.092714_6,22777,7328,20043,7547,7078,2242
NODE_411_length_8877_cov_368.481297_1,13277,1011,13286,444,434,327
NODE_411_length_8877_cov_368.481297_2,11911,242,7733,179,126,52
NODE_411_length_8877_cov_368.481297_3,291,0,655,6,14,2
NODE_411_length_8877_cov_368.481297_4,4835,238,6521,336,271,99
NODE_411_length_8877_cov_368.481297_5,2775,248,4011,330,354,160
NODE_422_length_8725_cov_383.158939_1,7876,3171,9035,1929,2069,1424
NODE_422_length_8725_cov_383.158939_2,7185,255,10166,343,307,68
NODE_422_length_8725_cov_383.158939_3,3246,627,7133,812,453,236
NODE_422_length_8725_cov_383.158939_4,525,0,1705,2,0,0
NODE_422_length_8725_cov_383.158939_5,157,0,1391,0,0,0
NODE_422_length_8725_cov_383.158939_6,1856,0,6130,0,0,0
NODE_422_length_8725_cov_383.158939_7,346,0,2393,4,6,0
NODE_435_length_8337_cov_3807.938300_1,113,0,324,0,0,0
NODE_435_length_8337_cov_3807.938300_2,9412,19,6481,118,50,3
NODE_435_length_8337_cov_3807.938300_3,1993330,778948,1081636,914414,766777,280953
NODE_435_length_8337_cov_3807.938300_4,12447,1505,9180,2076,1511,470
NODE_435_length_8337_cov_3807.938300_5,21798,1372,13898,4285,2549,486
NODE_435_length_8337_cov_3807.938300_6,8045,1407,5643,2313,1651,554
NODE_435_length_8337_cov_3807.938300_7,3508,6,3308,8,2,4
NODE_435_length_8337_cov_3807.938300_8,3351,12,3558,35,19,8
NODE_437_length_8190_cov_338.928826_1,1449,167,3689,191,280,46
NODE_437_length_8190_cov_338.928826_2,802,17,2428,17,54,2
NODE_437_length_8190_cov_338.928826_3,467,21,1648,26,61,6
NODE_437_length_8190_cov_338.928826_4,376,0,889,20,0,0
NODE_437_length_8190_cov_338.928826_5,574,0,1055,0,2,0
NODE_437_length_8190_cov_338.928826_6,2297,42,3286,42,77,4
NODE_437_length_8190_cov_338.928826_7,1042,10,1408,18,12,0
NODE_437_length_8190_cov_338.928826_8,565,42,959,55,65,17
NODE_437_length_8190_cov_338.928826_9,3282,276,4713,262,286,86
NODE_437_length_8190_cov_338.928826_10,221,16,410,65,28,0
NODE_439_length_8078_cov_255.349620_1,219,0,564,0,20,6
NODE_439_length_8078_cov_255.349620_2,487,6,1546,4,0,0
NODE_439_length_8078_cov_255.349620_3,166,6,679,0,0,0
NODE_439_length_8078_cov_255.349620_4,60,0,169,0,0,0
NODE_439_length_8078_cov_255.349620_5,133,16,420,0,0,0
NODE_439_length_8078_cov_255.349620_6,318,1,1545,0,0,0
NODE_439_length_8078_cov_255.349620_7,315,0,1311,2,1,0
NODE_439_length_8078_cov_255.349620_8,413,0,1196,0,6,8
NODE_439_length_8078_cov_255.349620_9,433,0,1380,2,0,0
NODE_439_length_8078_cov_255.349620_10,1137,3,4357,1,38,4
NODE_441_length_8053_cov_477.006502_1,3904,341,6049,251,235,56
NODE_441_length_8053_cov_477.006502_2,3536,512,6993,342,461,180
NODE_441_length_8053_cov_477.006502_3,2076,159,2835,109,126,89
NODE_441_length_8053_cov_477.006502_4,2898,113,5115,89,167,2
NODE_441_length_8053_cov_477.006502_5,4814,120,7120,113,121,56
NODE_444_length_7939_cov_679.098174_5,0,0,0,1,0,0
NODE_444_length_7939_cov_679.098174_6,0,4,0,13,10,0
NODE_444_length_7939_cov_679.098174_7,0,18,0,4,2,14
NODE_444_length_7939_cov_679.098174_9,10,0,7,0,0,0
NODE_446_length_7933_cov_1996.628967_1,31311,4326,24156,4248,3868,2163
NODE_446_length_7933_cov_1996.628967_2,16113,2811,13194,1520,1563,788
NODE_446_length_7933_cov_1996.628967_3,14603,474,9998,489,582,207
NODE_446_length_7933_cov_1996.628967_4,23764,2755,19996,2072,2518,548
NODE_446_length_7933_cov_1996.628967_5,15970,1253,14605,2748,1834,319
NODE_446_length_7933_cov_1996.628967_6,72,0,239,0,0,0
NODE_466_length_7533_cov_409.846349_1,1092,17,2921,25,53,10
NODE_466_length_7533_cov_409.846349_2,3765,62,6343,80,63,11
NODE_466_length_7533_cov_409.846349_3,1524,723,2652,322,578,162
NODE_466_length_7533_cov_409.846349_4,1327,156,3795,83,43,27
NODE_466_length_7533_cov_409.846349_5,116,0,291,2,0,0
NODE_466_length_7533_cov_409.846349_6,2234,680,4778,668,600,174
NODE_466_length_7533_cov_409.846349_7,841,718,1377,639,629,224
NODE_466_length_7533_cov_409.846349_8,12310,585,10238,581,666,199
NODE_467_length_7524_cov_364.429375_1,2610,5,4673,0,4,0
NODE_467_length_7524_cov_364.429375_2,1511,2,1972,0,0,0
NODE_467_length_7524_cov_364.429375_3,46923,376,61382,712,298,366
NODE_475_length_7369_cov_501.498223_1,169,0,446,0,2,0
NODE_475_length_7369_cov_501.498223_2,3980,2334,6978,2109,1765,1096
NODE_475_length_7369_cov_501.498223_3,4888,519,5232,635,752,177
NODE_475_length_7369_cov_501.498223_4,7222,168,7956,612,449,94
NODE_475_length_7369_cov_501.498223_5,540,0,1119,0,0,0
NODE_475_length_7369_cov_501.498223_6,1012,6,2776,30,91,18
NODE_477_length_7349_cov_451.403482_1,4603,637,8586,1553,1007,458
NODE_477_length_7349_cov_451.403482_2,481,0,1092,0,0,0
NODE_477_length_7349_cov_451.403482_3,3691,8,7650,8,2,2
NODE_477_length_7349_cov_451.403482_4,2066,612,4146,529,477,186
NODE_486_length_7258_cov_533.633208_1,12247,1,8886,8,4,2
NODE_486_length_7258_cov_533.633208_2,718,0,949,0,0,0
NODE_486_length_7258_cov_533.633208_3,82852,26254,56267,67292,34660,9630
NODE_486_length_7258_cov_533.633208_4,15712,14,15637,24,5,1
NODE_486_length_7258_cov_533.633208_5,119877,25309,85331,23691,13222,8835
NODE_486_length_7258_cov_533.633208_6,44086,3805,26929,10370,4418,989
NODE_486_length_7258_cov_533.633208_7,16689,14,11243,10,0,6
NODE_486_length_7258_cov_533.633208_8,21199,10838,16844,10117,6923,2869
NODE_486_length_7258_cov_533.633208_9,4680,0,3220,0,2,0
NODE_486_length_7258_cov_533.633208_10,440,2,969,0,0,0
NODE_488_length_7177_cov_2896.590424_1,144,0,552,1,0,0
NODE_488_length_7177_cov_2896.590424_2,118,0,591,0,0,0
NODE_488_length_7177_cov_2896.590424_3,261,0,1038,2,0,0
NODE_488_length_7177_cov_2896.590424_4,242,2,1158,0,0,0
NODE_488_length_7177_cov_2896.590424_5,334,20,1546,0,0,0
NODE_488_length_7177_cov_2896.590424_6,381,0,1787,0,0,0
NODE_488_length_7177_cov_2896.590424_7,9724,1,6224,3,0,0
NODE_488_length_7177_cov_2896.590424_8,4859,0,3434,2,2,0
NODE_488_length_7177_cov_2896.590424_9,8616,10531,6329,8547,7240,3808
NODE_488_length_7177_cov_2896.590424_10,2316,492,3079,800,530,229
NODE_488_length_7177_cov_2896.590424_11,32,0,316,0,0,0
NODE_488_length_7177_cov_2896.590424_12,18,0,204,0,0,0
NODE_488_length_7177_cov_2896.590424_13,1084,79,3580,123,95,39
NODE_493_length_7083_cov_394.476807_1,4265,1158,9447,2069,1796,377
NODE_493_length_7083_cov_394.476807_2,22480,3773,19786,5549,4412,1607
NODE_493_length_7083_cov_394.476807_3,5369,933,4875,1657,1711,370
NODE_493_length_7083_cov_394.476807_4,642,6,1183,0,0,0
NODE_493_length_7083_cov_394.476807_5,195,66,871,4,2,0
NODE_495_length_7042_cov_474.475311_1,2082,121,5417,30,78,0
NODE_495_length_7042_cov_474.475311_2,2237,43,6830,106,14,26
NODE_495_length_7042_cov_474.475311_3,1001,30,1640,171,15,46
NODE_495_length_7042_cov_474.475311_4,3053,268,5418,357,288,68
NODE_495_length_7042_cov_474.475311_5,666,50,1705,67,87,28
NODE_495_length_7042_cov_474.475311_6,3010,245,6528,354,310,126
NODE_497_length_6972_cov_442.761024_1,10506,359,8862,617,548,75
NODE_497_length_6972_cov_442.761024_2,63239,5309,47425,9180,7664,1505
NODE_497_length_6972_cov_442.761024_3,23364,1393,15352,975,953,647
NODE_497_length_6972_cov_442.761024_4,11522,2994,11236,4207,3453,2287
NODE_497_length_6972_cov_442.761024_5,558,50,1084,82,75,20
NODE_497_length_6972_cov_442.761024_6,4043,721,5957,985,582,228
NODE_499_length_6943_cov_475.933362_1,88328,31229,71268,38271,31189,12952
NODE_499_length_6943_cov_475.933362_2,156650,20391,97729,18530,17620,5730
NODE_499_length_6943_cov_475.933362_3,1960,159,1921,140,150,38
NODE_499_length_6943_cov_475.933362_4,2413,1720,3274,1963,1963,497
NODE_499_length_6943_cov_475.933362_5,674,4,1185,0,2,0
NODE_499_length_6943_cov_475.933362_6,6081,193,4303,369,486,87
NODE_499_length_6943_cov_475.933362_7,6379,209,4514,393,511,126
NODE_500_length_6930_cov_1741.609455_3,17,0,116,0,0,0
NODE_500_length_6930_cov_1741.609455_4,7834,284,15034,413,258,108
NODE_500_length_6930_cov_1741.609455_5,197,30,908,1,11,0
NODE_500_length_6930_cov_1741.609455_6,196,71,806,63,41,12
NODE_500_length_6930_cov_1741.609455_7,156,5,769,0,3,0
NODE_500_length_6930_cov_1741.609455_8,8,0,103,0,0,0
NODE_500_length_6930_cov_1741.609455_9,0,0,41,0,0,0
NODE_500_length_6930_cov_1741.609455_10,9,0,474,0,0,0
NODE_500_length_6930_cov_1741.609455_11,412,4,1740,13,43,16
NODE_500_length_6930_cov_1741.609455_12,169,0,836,0,0,0
NODE_500_length_6930_cov_1741.609455_13,503,97,1713,152,160,33
NODE_500_length_6930_cov_1741.609455_14,155,0,451,0,0,0
NODE_503_length_6902_cov_454.796845_1,1807,221,1856,120,111,55
NODE_503_length_6902_cov_454.796845_2,7123,971,7331,789,965,394
NODE_503_length_6902_cov_454.796845_3,6716,18,9313,5,30,38
NODE_503_length_6902_cov_454.796845_4,4335,457,10472,821,645,234
NODE_507_length_6819_cov_391.285630_1,11138,1225,11153,618,876,317
NODE_507_length_6819_cov_391.285630_2,4491,507,8284,664,814,185
NODE_507_length_6819_cov_391.285630_3,601,0,1200,0,0,8
NODE_511_length_6781_cov_84.824561_1,152,0,162,0,6,0
NODE_511_length_6781_cov_84.824561_2,1603,8,1494,2,2,2
NODE_511_length_6781_cov_84.824561_3,1118,14,1056,60,6,36
NODE_511_length_6781_cov_84.824561_4,629,4,887,4,14,0
NODE_511_length_6781_cov_84.824561_5,5484,402,7565,397,153,59
NODE_514_length_6763_cov_380.142665_1,5542,308,9462,189,313,94
NODE_514_length_6763_cov_380.142665_2,7704,143,5506,201,212,91
NODE_514_length_6763_cov_380.142665_3,2329,94,1793,219,191,44
NODE_514_length_6763_cov_380.142665_4,3147,22,2693,19,44,6
NODE_514_length_6763_cov_380.142665_5,766,0,1188,0,4,10
NODE_514_length_6763_cov_380.142665_6,159,0,368,0,0,0
NODE_540_length_6417_cov_288.773185_1,20,6,39,14,14,4
NODE_540_length_6417_cov_288.773185_2,74,371,176,278,824,68
NODE_540_length_6417_cov_288.773185_3,1184,2955,867,1329,3888,1355
NODE_540_length_6417_cov_288.773185_4,994,305,953,443,130,64
NODE_540_length_6417_cov_288.773185_5,0,0,4,0,0,0
NODE_540_length_6417_cov_288.773185_6,2882,3182,3394,3232,2173,781
NODE_540_length_6417_cov_288.773185_7,672,294,786,507,311,62
NODE_540_length_6417_cov_288.773185_8,347,12,508,27,17,0
NODE_548_length_6267_cov_463.380876_1,1729,686,2578,355,403,182
NODE_548_length_6267_cov_463.380876_2,309,1,891,0,0,0
NODE_548_length_6267_cov_463.380876_3,1481,622,2686,761,710,303
NODE_548_length_6267_cov_463.380876_4,2359,408,3888,717,572,105
NODE_557_length_6140_cov_528.870994_1,841,0,1593,0,0,0
NODE_557_length_6140_cov_528.870994_2,1451,0,2473,0,0,0
NODE_557_length_6140_cov_528.870994_3,19197,761,13518,622,709,260
NODE_557_length_6140_cov_528.870994_4,107375,17672,79138,11716,16830,7490
