gene,SS0127_S17,SS0126_S16,SS0124_S14,SS0125_S15,SS0123_S13,SS0122_S12
NODE_57_length_47964_cov_1705.730614_8,2365,28,3355,12,36,0
NODE_57_length_47964_cov_1705.730614_9,5026,1483,4917,1741,1408,476
NODE_57_length_47964_cov_1705.730614_10,837,46,843,94,95,11
NODE_57_length_47964_cov_1705.730614_11,871,228,1983,193,87,74
NODE_57_length_47964_cov_1705.730614_12,246,197,751,261,223,92
NODE_57_length_47964_cov_1705.730614_13,196,119,828,76,148,42
NODE_57_length_47964_cov_1705.730614_14,219,80,929,220,170,62
NODE_57_length_47964_cov_1705.730614_15,13497,481,15595,611,541,160
NODE_57_length_47964_cov_1705.730614_16,22067,1627,15854,2275,1867,549
NODE_57_length_47964_cov_1705.730614_17,2447,75,7566,169,171,44
NODE_57_length_47964_cov_1705.730614_18,15197,2081,17201,1717,1731,688
NODE_57_length_47964_cov_1705.730614_19,815,0,944,4,6,0
NODE_57_length_47964_cov_1705.730614_20,839,85,978,106,98,25
NODE_57_length_47964_cov_1705.730614_21,1926,113,3762,123,140,48
NODE_57_length_47964_cov_1705.730614_22,250,2,1020,0,0,0
NODE_57_length_47964_cov_1705.730614_23,16067,867,15909,1302,1270,568
NODE_57_length_47964_cov_1705.730614_24,377,22,1020,0,0,0
NODE_57_length_47964_cov_1705.730614_25,1092,351,2602,995,672,71
NODE_57_length_47964_cov_1705.730614_26,769,62,1629,309,155,48
NODE_57_length_47964_cov_1705.730614_33,328,0,542,2,0,0
NODE_57_length_47964_cov_1705.730614_34,55057,1496,34351,2240,2005,603
NODE_57_length_47964_cov_1705.730614_35,29660,7450,19110,14427,11934,3779
NODE_57_length_47964_cov_1705.730614_36,7385,1,4638,2,12,3
NODE_57_length_47964_cov_1705.730614_37,861,0,1888,0,0,0
NODE_57_length_47964_cov_1705.730614_38,72,0,211,0,0,0
NODE_57_length_47964_cov_1705.730614_39,4419,398,5782,1187,677,113
NODE_57_length_47964_cov_1705.730614_40,41175,4057,31964,4940,5041,2539
NODE_57_length_47964_cov_1705.730614_41,1578,14,2997,8,14,4
NODE_57_length_47964_cov_1705.730614_42,371,0,1269,0,0,14
NODE_57_length_47964_cov_1705.730614_43,1380,0,2212,1,4,0
NODE_57_length_47964_cov_1705.730614_44,887,61,1421,146,101,29
NODE_57_length_47964_cov_1705.730614_45,31276,2860,24146,2915,2664,1171
NODE_57_length_47964_cov_1705.730614_46,220345,38870,147747,19763,25081,10883
NODE_57_length_47964_cov_1705.730614_47,1046,0,1970,0,0,2
NODE_57_length_47964_cov_1705.730614_48,610,0,1594,0,4,0
NODE_57_length_47964_cov_1705.730614_49,355,0,930,0,0,0
NODE_58_length_47488_cov_498.600194_1,2680,310,5405,1138,617,147
NODE_58_length_47488_cov_498.600194_2,2701,399,5475,1350,713,153
NODE_58_length_47488_cov_498.600194_3,2738,333,4103,1115,653,158
NODE_58_length_47488_cov_498.600194_4,304,42,980,3,4,0
NODE_58_length_47488_cov_498.600194_5,3122,12,9674,78,165,71
NODE_58_length_47488_cov_498.600194_6,2575,250,7342,324,304,90
NODE_58_length_47488_cov_498.600194_7,13551,6990,18484,6631,7110,3722
NODE_58_length_47488_cov_498.600194_8,6314,194,8595,216,350,92
NODE_58_length_47488_cov_498.600194_9,8604,2506,9817,3418,3340,1300
NODE_58_length_47488_cov_498.600194_10,6054,2650,8645,3966,4272,1321
NODE_58_length_47488_cov_498.600194_11,251,0,600,15,4,0
NODE_58_length_47488_cov_498.600194_12,812,0,2332,2,0,0
NODE_58_length_47488_cov_498.600194_13,4858,2,9640,44,28,2
NODE_58_length_47488_cov_498.600194_14,404,0,788,0,0,0
NODE_58_length_47488_cov_498.600194_15,3872,94,6895,664,322,50
NODE_58_length_47488_cov_498.600194_16,1191,0,1818,0,0,1
NODE_58_length_47488_cov_498.600194_17,2114,328,2683,354,375,128
NODE_58_length_47488_cov_498.600194_18,3763,775,4556,412,649,136
NODE_58_length_47488_cov_498.600194_19,3831,1007,3982,718,802,308
NODE_58_length_47488_cov_498.600194_20,11866,1045,9259,952,958,307
NODE_58_length_47488_cov_498.600194_21,26528,378,20961,559,727,121
NODE_58_length_47488_cov_498.600194_22,10034,1121,9792,822,975,352
NODE_58_length_47488_cov_498.600194_23,15168,17778,10985,13170,9326,7071
NODE_58_length_47488_cov_498.600194_24,46564,3509,32211,8367,4088,1244
NODE_58_length_47488_cov_498.600194_25,244,12,882,0,0,0
NODE_58_length_47488_cov_498.600194_26,413,0,1256,0,0,0
NODE_58_length_47488_cov_498.600194_27,515,10,1496,0,5,0
NODE_58_length_47488_cov_498.600194_28,1495,112,2700,280,124,30
NODE_58_length_47488_cov_498.600194_29,801,97,1604,152,141,14
NODE_58_length_47488_cov_498.600194_30,41132,10935,31554,8461,8461,3710
NODE_58_length_47488_cov_498.600194_31,136,0,734,0,0,0
NODE_58_length_47488_cov_498.600194_32,638,451,2426,284,409,238
NODE_58_length_47488_cov_498.600194_33,618,4,1268,0,6,6
NODE_58_length_47488_cov_498.600194_34,11831,936,6849,2053,1397,489
NODE_59_length_47200_cov_449.451373_1,1695,36,6044,6,8,0
NODE_59_length_47200_cov_449.451373_2,15820,1837,23808,2939,1885,713
NODE_59_length_47200_cov_449.451373_3,38637,4021,39093,2273,1900,1633
NODE_59_length_47200_cov_449.451373_4,2949,380,4214,374,534,152
NODE_59_length_47200_cov_449.451373_5,2843,430,5135,149,305,143
NODE_59_length_47200_cov_449.451373_6,1712,121,3245,76,127,50
NODE_59_length_47200_cov_449.451373_7,102,0,503,2,2,8
NODE_59_length_47200_cov_449.451373_8,1854,0,1805,0,0,0
NODE_59_length_47200_cov_449.451373_9,9661,10,11986,34,56,8
NODE_59_length_47200_cov_449.451373_10,3081,133,8419,43,99,48
NODE_59_length_47200_cov_449.451373_11,275,55,757,25,50,30
NODE_59_length_47200_cov_449.451373_12,136,70,714,30,19,9
NODE_59_length_47200_cov_449.451373_13,5651,533,7755,419,665,335
NODE_59_length_47200_cov_449.451373_14,155,0,487,0,0,0
NODE_59_length_47200_cov_449.451373_15,4300,4200,6810,7413,6989,2393
NODE_59_length_47200_cov_449.451373_16,8913,168,7506,362,366,106
NODE_59_length_47200_cov_449.451373_17,1639,160,2898,216,172,76
NODE_59_length_47200_cov_449.451373_18,866,4,2380,0,0,0
NODE_59_length_47200_cov_449.451373_19,6062,3435,7560,8068,5641,1013
NODE_59_length_47200_cov_449.451373_20,3336,2,2474,15,6,0
NODE_59_length_47200_cov_449.451373_21,127538,48907,92148,44741,39436,16138
NODE_59_length_47200_cov_449.451373_22,627,0,783,12,31,6
NODE_59_length_47200_cov_449.451373_23,204,0,477,0,0,0
NODE_59_length_47200_cov_449.451373_24,2959,581,5461,747,572,115
NODE_59_length_47200_cov_449.451373_25,1633,86,2760,100,120,54
NODE_59_length_47200_cov_449.451373_26,13681,1176,11918,813,818,463
NODE_59_length_47200_cov_449.451373_27,3309,429,7924,612,452,145
NODE_59_length_47200_cov_449.451373_28,1866,0,2007,2,0,0
NODE_59_length_47200_cov_449.451373_29,29540,2822,21475,4035,3386,941
NODE_59_length_47200_cov_449.451373_30,10000,4717,7585,7260,5909,1620
NODE_59_length_47200_cov_449.451373_31,382,20,1185,46,33,2
NODE_59_length_47200_cov_449.451373_32,1211,333,3253,316,256,90
NODE_59_length_47200_cov_449.451373_33,3316,512,8023,974,580,152
NODE_61_length_46384_cov_510.178161_1,13703,152,20484,51,265,87
NODE_61_length_46384_cov_510.178161_2,5844,1,13526,2,6,0
NODE_61_length_46384_cov_510.178161_3,39942,7,33443,24,2,2
NODE_61_length_46384_cov_510.178161_4,400,0,981,0,0,0
NODE_61_length_46384_cov_510.178161_5,6206,8,9963,2,0,17
NODE_61_length_46384_cov_510.178161_6,5116,137,11460,372,262,26
NODE_61_length_46384_cov_510.178161_7,4411,335,8081,64,101,114
NODE_61_length_46384_cov_510.178161_8,11206,3887,9610,5211,4856,1382
NODE_61_length_46384_cov_510.178161_9,1615,135,2067,509,294,54
NODE_61_length_46384_cov_510.178161_10,6245,747,11158,746,741,306
NODE_61_length_46384_cov_510.178161_11,1688,445,3186,422,428,164
NODE_61_length_46384_cov_510.178161_12,2339,506,5218,373,607,227
NODE_61_length_46384_cov_510.178161_13,6568,1738,8448,1159,1331,710
NODE_61_length_46384_cov_510.178161_14,6969,4930,6555,3235,6309,2105
NODE_61_length_46384_cov_510.178161_15,33645,7233,22785,6714,7040,3860
NODE_61_length_46384_cov_510.178161_16,2313,800,2493,723,892,254
NODE_61_length_46384_cov_510.178161_17,23376,1921,19139,2336,2524,746
NODE_61_length_46384_cov_510.178161_18,822,6,926,0,6,0
NODE_61_length_46384_cov_510.178161_19,19228,76,14792,185,58,33
NODE_61_length_46384_cov_510.178161_20,6841,0,5637,2,2,0
NODE_61_length_46384_cov_510.178161_21,5869,48,5363,128,85,22
NODE_61_length_46384_cov_510.178161_22,6783,483,5735,327,599,181
NODE_61_length_46384_cov_510.178161_23,99150,18157,75272,18576,13344,7568
NODE_61_length_46384_cov_510.178161_24,2253,1,1975,6,4,1
NODE_61_length_46384_cov_510.178161_25,1701,264,2234,238,264,95
NODE_61_length_46384_cov_510.178161_26,10939,1245,21500,904,789,419
NODE_61_length_46384_cov_510.178161_27,934,0,3246,17,8,0
NODE_61_length_46384_cov_510.178161_28,680,0,2535,2,2,6
NODE_61_length_46384_cov_510.178161_29,131987,1622,129075,2514,2762,1795
NODE_61_length_46384_cov_510.178161_30,17732,3088,34318,1931,2117,1523
NODE_62_length_46238_cov_699.035316_1,268,34,1530,274,164,20
NODE_62_length_46238_cov_699.035316_2,567,0,820,4,0,0
NODE_62_length_46238_cov_699.035316_3,2557,2310,7050,1921,2291,1050
NODE_62_length_46238_cov_699.035316_4,0,0,6,0,0,0
NODE_62_length_46238_cov_699.035316_5,0,0,71,0,0,0
NODE_62_length_46238_cov_699.035316_6,0,0,71,0,0,0
NODE_62_length_46238_cov_699.035316_7,0,0,21,0,0,0
NODE_62_length_46238_cov_699.035316_8,135,0,620,0,0,0
NODE_62_length_46238_cov_699.035316_9,19721,2393,16251,3309,2623,754
NODE_62_length_46238_cov_699.035316_10,5495,449,7114,735,427,167
NODE_62_length_46238_cov_699.035316_11,136,5,490,9,9,0
NODE_62_length_46238_cov_699.035316_12,347,10,1078,2,6,0
NODE_62_length_46238_cov_699.035316_13,343,0,1119,0,0,0
NODE_62_length_46238_cov_699.035316_14,438,0,1046,0,0,1
NODE_62_length_46238_cov_699.035316_15,679,2,1207,0,2,0
NODE_62_length_46238_cov_699.035316_16,1121,0,2174,0,0,0
NODE_62_length_46238_cov_699.035316_17,842,0,1474,0,0,0
NODE_62_length_46238_cov_699.035316_18,641,0,1687,0,0,0
NODE_62_length_46238_cov_699.035316_19,3079,88,3723,300,236,34
NODE_62_length_46238_cov_699.035316_20,562,0,809,0,16,0
NODE_62_length_46238_cov_699.035316_21,1461,0,966,0,0,0
NODE_62_length_46238_cov_699.035316_22,2112,26,1934,55,39,7
NODE_62_length_46238_cov_699.035316_23,18798,2049,14511,3162,3002,1107
NODE_62_length_46238_cov_699.035316_24,3746,932,3166,1300,1026,391
NODE_62_length_46238_cov_699.035316_25,149,0,353,0,0,0
NODE_62_length_46238_cov_699.035316_26,1026,0,1165,4,2,28
NODE_62_length_46238_cov_699.035316_27,68437,11159,46120,14595,12492,4543
NODE_62_length_46238_cov_699.035316_28,74218,11719,50390,11427,10242,4314
NODE_62_length_46238_cov_699.035316_29,652,0,1140,1,8,0
NODE_62_length_46238_cov_699.035316_30,983,91,1239,135,140,13
NODE_62_length_46238_cov_699.035316_31,27855,3249,22900,3467,3570,1627
NODE_62_length_46238_cov_699.035316_32,95,0,396,4,0,0
NODE_62_length_46238_cov_699.035316_33,3674,26,4708,38,10,8
NODE_62_length_46238_cov_699.035316_34,2857,0,5033,4,42,8
NODE_62_length_46238_cov_699.035316_35,2431,2,5195,0,2,0
NODE_62_length_46238_cov_699.035316_36,8040,20,11460,37,8,0
NODE_62_length_46238_cov_699.035316_37,5322,68,8132,141,106,14
NODE_62_length_46238_cov_699.035316_38,28289,1274,22072,2191,1407,516
NODE_62_length_46238_cov_699.035316_39,419286,21656,279617,25973,24210,6975
NODE_62_length_46238_cov_699.035316_40,6163,735,7712,1519,1102,219
NODE_62_length_46238_cov_699.035316_41,28862,1030,22675,3864,2679,406
NODE_63_length_45946_cov_437.218714_1,9578,575,13001,678,568,208
NODE_63_length_45946_cov_437.218714_2,2697,4,6276,0,2,6
NODE_63_length_45946_cov_437.218714_3,16665,2190,10924,2498,2546,897
NODE_63_length_45946_cov_437.218714_4,4190,803,4308,680,768,245
NODE_63_length_45946_cov_437.218714_5,2992,210,3784,436,314,90
NODE_63_length_45946_cov_437.218714_6,1124,14,2076,35,43,18
NODE_63_length_45946_cov_437.218714_7,4382,319,7388,289,523,119
NODE_63_length_45946_cov_437.218714_8,1593,0,3547,0,0,2
NODE_63_length_45946_cov_437.218714_9,960,0,1908,0,0,1
NODE_63_length_45946_cov_437.218714_10,1037,6,2572,2,50,16
NODE_63_length_45946_cov_437.218714_11,1443,36,2660,20,28,0
NODE_63_length_45946_cov_437.218714_12,2880,641,6812,888,610,446
NODE_63_length_45946_cov_437.218714_13,200,0,515,0,0,0
NODE_63_length_45946_cov_437.218714_14,305,0,658,0,0,0
NODE_63_length_45946_cov_437.218714_15,77836,4465,51186,2148,3483,1735
NODE_63_length_45946_cov_437.218714_16,1335,200,1318,120,217,139
NODE_63_length_45946_cov_437.218714_17,7096,474,14188,596,493,142
NODE_63_length_45946_cov_437.218714_18,3442,184,2908,294,374,66
NODE_63_length_45946_cov_437.218714_19,4818,44,7410,0,0,0
NODE_63_length_45946_cov_437.218714_20,1781,0,2234,2,0,0
NODE_63_length_45946_cov_437.218714_21,7686,1994,6342,1518,1062,1087
NODE_63_length_45946_cov_437.218714_22,11544,2058,10465,284,718,133
NODE_63_length_45946_cov_437.218714_23,5208,3,2652,2,1,0
NODE_63_length_45946_cov_437.218714_24,32899,2350,24341,5756,3406,666
NODE_63_length_45946_cov_437.218714_25,1162,140,1283,249,115,23
NODE_63_length_45946_cov_437.218714_26,107327,27216,74137,26413,27410,9239
NODE_63_length_45946_cov_437.218714_27,53841,10724,37944,12987,14017,3361
NODE_63_length_45946_cov_437.218714_28,2296,10,2379,0,4,0
NODE_63_length_45946_cov_437.218714_29,2311,2,2115,0,0,0
NODE_63_length_45946_cov_437.218714_30,6084,14,6302,6,1,0
NODE_63_length_45946_cov_437.218714_31,5356,8,5345,4,6,2
NODE_63_length_45946_cov_437.218714_32,1357,6,1273,0,0,0
NODE_63_length_45946_cov_437.218714_33,5418,17645,6343,4765,9251,5979
NODE_63_length_45946_cov_437.218714_34,2576,143,6939,177,212,104
NODE_63_length_45946_cov_437.218714_35,3215,745,3101,1139,910,248
NODE_63_length_45946_cov_437.218714_36,250,0,615,0,0,0
NODE_63_length_45946_cov_437.218714_37,2153,148,3237,1197,366,41
NODE_63_length_45946_cov_437.218714_38,444,30,1217,151,82,22
NODE_63_length_45946_cov_437.218714_39,157,12,634,28,29,0
NODE_63_length_45946_cov_437.218714_40,218,8,690,0,0,0
NODE_63_length_45946_cov_437.218714_41,84,2,231,13,0,0
NODE_63_length_45946_cov_437.218714_42,207,0,638,200,41,0
NODE_63_length_45946_cov_437.218714_43,6867,20,22804,14,36,2
NODE_63_length_45946_cov_437.218714_44,1173,0,4440,6,62,8
NODE_63_length_45946_cov_437.218714_45,1110,2,5534,2,10,0
NODE_63_length_45946_cov_437.218714_46,585,0,1233,0,0,0
NODE_63_length_45946_cov_437.218714_47,735,0,1827,6,0,0
NODE_64_length_45415_cov_450.221230_1,11901,889,11432,525,1319,143
NODE_64_length_45415_cov_450.221230_2,28974,8717,22150,10656,8053,2177
NODE_64_length_45415_cov_450.221230_3,2082,129,2043,122,195,61
NODE_64_length_45415_cov_450.221230_4,7228,565,18474,670,589,208
NODE_64_length_45415_cov_450.221230_5,8824,2160,11431,1691,2205,1033
NODE_64_length_45415_cov_450.221230_6,5294,1319,12183,1179,1326,708
NODE_64_length_45415_cov_450.221230_7,265,0,778,0,0,0
NODE_64_length_45415_cov_450.221230_8,312,20,1040,6,12,12
NODE_64_length_45415_cov_450.221230_9,5176,1301,5534,975,1058,452
NODE_64_length_45415_cov_450.221230_10,2209,466,4400,551,437,120
NODE_64_length_45415_cov_450.221230_11,9981,7126,9358,4329,4875,2992
NODE_64_length_45415_cov_450.221230_12,2116,28,2381,46,43,52
NODE_64_length_45415_cov_450.221230_13,222,6,626,4,5,0
NODE_64_length_45415_cov_450.221230_14,2011,989,5812,794,634,281
NODE_64_length_45415_cov_450.221230_15,280,18,743,38,35,0
NODE_64_length_45415_cov_450.221230_16,89,299,502,287,374,101
NODE_64_length_45415_cov_450.221230_17,1777,147,4530,659,267,85
NODE_64_length_45415_cov_450.221230_18,1753,75,4748,636,215,46
NODE_64_length_45415_cov_450.221230_19,14494,2493,13574,2249,2247,1138
NODE_64_length_45415_cov_450.221230_20,75721,36079,59683,71860,61198,19365
NODE_64_length_45415_cov_450.221230_21,477,84,1364,312,182,121
NODE_64_length_45415_cov_450.221230_22,1560,38,3933,64,91,24
NODE_64_length_45415_cov_450.221230_23,6052,337,13740,362,536,202
NODE_64_length_45415_cov_450.221230_24,309,2,883,7,18,2
NODE_64_length_45415_cov_450.221230_25,4084,1422,8631,543,536,325
NODE_64_length_45415_cov_450.221230_26,404,0,1220,0,0,8
NODE_64_length_45415_cov_450.221230_27,8492,5458,10297,6420,5780,2325
NODE_64_length_45415_cov_450.221230_28,1123,46,1332,73,78,26
NODE_64_length_45415_cov_450.221230_29,15760,48,13283,198,264,43
NODE_64_length_45415_cov_450.221230_30,1820,758,2769,1112,848,146
NODE_64_length_45415_cov_450.221230_31,404,0,1047,0,0,0
NODE_64_length_45415_cov_450.221230_32,5706,749,9512,806,704,332
NODE_64_length_45415_cov_450.221230_33,1207,159,2169,504,172,16
NODE_64_length_45415_cov_450.221230_34,3248,536,4053,553,610,185
NODE_65_length_44993_cov_454.311718_1,6972,3631,7361,3868,4507,1461
NODE_65_length_44993_cov_454.311718_2,4616,34,4967,24,6,0
NODE_65_length_44993_cov_454.311718_3,2921,24,5155,8,82,12
NODE_65_length_44993_cov_454.311718_4,3218,2631,5605,9664,4427,1051
NODE_65_length_44993_cov_454.311718_5,1057,10,2095,2,0,0
NODE_65_length_44993_cov_454.311718_6,845,1155,1602,2408,1541,564
NODE_65_length_44993_cov_454.311718_7,582,3,1335,37,4,2
NODE_65_length_44993_cov_454.311718_8,2486,4519,6306,5915,3835,1673
NODE_65_length_44993_cov_454.311718_9,196,0,670,0,0,0
NODE_65_length_44993_cov_454.311718_10,10472,10315,9596,14636,12066,5462
NODE_65_length_44993_cov_454.311718_11,5836,2460,5810,6132,4006,1304
NODE_65_length_44993_cov_454.311718_12,21336,11753,23493,19865,12270,5372
NODE_65_length_44993_cov_454.311718_13,281,0,636,0,0,0
NODE_65_length_44993_cov_454.311718_14,4166,735,8362,975,539,282
NODE_65_length_44993_cov_454.311718_15,119,8,601,0,0,0
NODE_65_length_44993_cov_454.311718_16,155,8,894,0,0,1
NODE_65_length_44993_cov_454.311718_17,361,10,1877,0,0,0
NODE_65_length_44993_cov_454.311718_18,527,0,1264,0,0,0
NODE_65_length_44993_cov_454.311718_19,8107,1153,8658,2744,1833,511
NODE_65_length_44993_cov_454.311718_20,2265,18,2945,243,124,6
NODE_65_length_44993_cov_454.311718_21,50539,5002,38980,5864,4651,3076
NODE_65_length_44993_cov_454.311718_22,69908,28,51013,22,34,16
NODE_65_length_44993_cov_454.311718_23,353,0,499,0,4,0
NODE_65_length_44993_cov_454.311718_24,417,0,592,0,4,0
NODE_65_length_44993_cov_454.311718_25,4003,213,3904,295,286,74
NODE_65_length_44993_cov_454.311718_26,387,0,967,9,0,0
NODE_65_length_44993_cov_454.311718_27,927,0,2090,0,0,0
NODE_65_length_44993_cov_454.311718_28,471,0,1629,0,14,0
NODE_65_length_44993_cov_454.311718_29,621,18,1443,20,27,0
NODE_65_length_44993_cov_454.311718_30,3968,9322,4746,14055,9174,5796
NODE_65_length_44993_cov_454.311718_31,132,0,686,0,0,0
NODE_65_length_44993_cov_454.311718_32,7760,3694,11235,3232,2844,991
NODE_65_length_44993_cov_454.311718_33,1640,82,3051,122,148,34
NODE_65_length_44993_cov_454.311718_34,11769,1839,11950,954,1289,563
NODE_65_length_44993_cov_454.311718_35,1862,470,2171,597,744,163
NODE_66_length_44870_cov_799.479527_1,7880,2529,14662,5576,5457,894
NODE_66_length_44870_cov_799.479527_2,3359,277,6329,1048,843,136
NODE_66_length_44870_cov_799.479527_3,6699,38,7427,172,106,27
NODE_66_length_44870_cov_799.479527_4,14727,5309,13475,9455,7010,2001
NODE_66_length_44870_cov_799.479527_5,31314,5246,24371,3042,2067,2013
NODE_66_length_44870_cov_799.479527_6,34,0,78,0,0,0
NODE_66_length_44870_cov_799.479527_7,0,0,124,0,0,0
NODE_66_length_44870_cov_799.479527_8,47715,2304,32503,2003,2199,823
NODE_66_length_44870_cov_799.479527_9,5030,539,4695,867,682,209
NODE_66_length_44870_cov_799.479527_10,9277,507,7377,1018,769,249
NODE_66_length_44870_cov_799.479527_11,7027,1121,7092,1263,1292,460
NODE_66_length_44870_cov_799.479527_12,10146,801,7650,461,679,182
NODE_66_length_44870_cov_799.479527_13,39780,1627,23597,2116,1631,514
NODE_66_length_44870_cov_799.479527_14,2219,245,1908,431,343,66
NODE_66_length_44870_cov_799.479527_15,113374,24543,82895,26272,24614,8203
NODE_66_length_44870_cov_799.479527_16,2951,576,5133,1600,952,172
NODE_66_length_44870_cov_799.479527_17,3484,765,6464,1613,1507,300
NODE_66_length_44870_cov_799.479527_18,53793,4987,34705,2809,3267,2239
NODE_66_length_44870_cov_799.479527_19,943,102,2397,231,169,48
NODE_66_length_44870_cov_799.479527_20,158,0,523,6,0,0
NODE_66_length_44870_cov_799.479527_21,4093,549,5482,428,391,201
NODE_66_length_44870_cov_799.479527_22,2712,886,6309,1042,749,374
NODE_66_length_44870_cov_799.479527_23,186475,1245,177380,1619,2106,516
NODE_66_length_44870_cov_799.479527_24,601,4,1187,6,0,0
NODE_66_length_44870_cov_799.479527_25,162,16,562,0,0,0
NODE_66_length_44870_cov_799.479527_26,12751,1245,9225,2007,1715,510
NODE_66_length_44870_cov_799.479527_27,10981,1391,9823,1565,1921,715
NODE_66_length_44870_cov_799.479527_28,3105,557,4712,811,951,360
NODE_66_length_44870_cov_799.479527_29,7349,822,5394,583,918,442
NODE_66_length_44870_cov_799.479527_30,555,10,1111,10,67,9
NODE_66_length_44870_cov_799.479527_31,2851,56,3909,36,22,0
NODE_66_length_44870_cov_799.479527_32,5361,272,5507,184,221,98
NODE_66_length_44870_cov_799.479527_33,10720,384,19070,396,374,112
NODE_66_length_44870_cov_799.479527_34,1903,1088,5314,1940,1502,393
NODE_66_length_44870_cov_799.479527_35,3292,599,6671,697,546,223
NODE_67_length_44676_cov_538.449474_1,26231,4600,24635,17246,27463,4877
NODE_67_length_44676_cov_538.449474_2,390,4,1261,31,29,0
NODE_67_length_44676_cov_538.449474_3,26894,9105,24938,9272,5315,3240
NODE_67_length_44676_cov_538.449474_4,520,144,869,524,220,30
NODE_67_length_44676_cov_538.449474_5,575,2,1686,2,6,0
NODE_67_length_44676_cov_538.449474_6,2625,47,3124,76,115,46
NODE_67_length_44676_cov_538.449474_7,1210,78,2753,121,78,58
NODE_67_length_44676_cov_538.449474_8,35469,4606,32768,5460,6328,2549
NODE_67_length_44676_cov_538.449474_9,1374,68,2811,93,113,25
NODE_67_length_44676_cov_538.449474_10,284,0,1221,6,2,0
NODE_67_length_44676_cov_538.449474_11,2194,40,3978,278,330,13
NODE_67_length_44676_cov_538.449474_12,19379,567,20492,368,580,219
NODE_67_length_44676_cov_538.449474_13,3106,61,3718,84,75,12
NODE_67_length_44676_cov_538.449474_14,11718,2,5998,0,3,0
NODE_67_length_44676_cov_538.449474_15,3689,762,3334,620,477,199
NODE_67_length_44676_cov_538.449474_16,33068,3820,25694,6331,5641,1786
NODE_67_length_44676_cov_538.449474_17,12199,8,10318,22,6,0
NODE_67_length_44676_cov_538.449474_18,509,8,977,0,0,0
NODE_67_length_44676_cov_538.449474_19,498,4,1107,2,0,0
NODE_67_length_44676_cov_538.449474_20,4157,1350,3138,1295,1737,541
NODE_67_length_44676_cov_538.449474_21,35250,11794,31846,10241,11584,5352
NODE_67_length_44676_cov_538.449474_22,369738,109023,228012,125428,130061,36810
NODE_67_length_44676_cov_538.449474_23,21670,730,16262,1236,793,173
NODE_67_length_44676_cov_538.449474_24,110514,15869,71535,16660,15721,5636
NODE_67_length_44676_cov_538.449474_25,6136,1340,4391,1795,1778,499
NODE_67_length_44676_cov_538.449474_26,10603,10664,7663,4255,4933,3938
NODE_67_length_44676_cov_538.449474_27,279828,164478,180753,226922,190098,53108
NODE_67_length_44676_cov_538.449474_28,47671,284,32041,1051,836,16
NODE_67_length_44676_cov_538.449474_29,813709,41134,506049,102001,67742,20706
NODE_67_length_44676_cov_538.449474_30,1320670,20263,790695,65752,46544,10307
NODE_67_length_44676_cov_538.449474_31,6720,0,4803,0,0,4
NODE_67_length_44676_cov_538.449474_32,15130,442,13753,612,567,102
NODE_68_length_43634_cov_511.566328_1,318906,60,259758,69,48,11
NODE_68_length_43634_cov_511.566328_2,31599,21,49195,30,16,0
NODE_68_length_43634_cov_511.566328_3,10852,572,11409,544,570,167
NODE_68_length_43634_cov_511.566328_4,93636,1935,61569,2982,2669,913
NODE_68_length_43634_cov_511.566328_5,29796,332,24182,360,378,98
NODE_68_length_43634_cov_511.566328_6,351,0,850,0,0,0
NODE_68_length_43634_cov_511.566328_7,9932,120,10247,77,141,86
NODE_68_length_43634_cov_511.566328_8,2418,0,2150,0,0,0
NODE_68_length_43634_cov_511.566328_9,35922,11,30563,24,0,0
NODE_68_length_43634_cov_511.566328_10,2144,511,6087,628,552,90
NODE_68_length_43634_cov_511.566328_11,22633,41,24329,6,13,4
NODE_68_length_43634_cov_511.566328_12,2437,3,6839,13,58,38
NODE_68_length_43634_cov_511.566328_13,307,0,1011,0,2,38
NODE_68_length_43634_cov_511.566328_14,74592,24416,58897,26357,21386,10145
NODE_68_length_43634_cov_511.566328_15,34246,2349,25754,4428,2971,735
NODE_68_length_43634_cov_511.566328_16,5491,0,4211,4,0,0
NODE_68_length_43634_cov_511.566328_17,53978,5796,36931,7131,4989,1662
NODE_68_length_43634_cov_511.566328_18,858,0,1351,0,0,0
NODE_68_length_43634_cov_511.566328_19,169384,13784,131005,12724,12468,5503
NODE_68_length_43634_cov_511.566328_20,184071,19430,120724,39096,23860,7583
NODE_68_length_43634_cov_511.566328_21,122310,22721,88670,27252,19870,8512
NODE_68_length_43634_cov_511.566328_22,7172,0,4793,7,1,2
NODE_68_length_43634_cov_511.566328_23,1400,2,1983,171,42,10
NODE_68_length_43634_cov_511.566328_24,2675,0,3412,0,8,6
NODE_68_length_43634_cov_511.566328_25,1053,1236,1848,6,28,0
NODE_68_length_43634_cov_511.566328_26,49358,5604,34509,7034,6345,2032
NODE_68_length_43634_cov_511.566328_27,126,0,421,0,0,0
NODE_68_length_43634_cov_511.566328_28,17470,523,13588,931,735,255
NODE_68_length_43634_cov_511.566328_29,1973,334,2136,577,422,209
NODE_68_length_43634_cov_511.566328_30,11870,1326,9780,1286,1273,537
NODE_68_length_43634_cov_511.566328_31,775,0,1075,0,0,2
NODE_68_length_43634_cov_511.566328_32,15268,2826,15750,2086,3059,1060
NODE_68_length_43634_cov_511.566328_33,4108,1183,4455,774,828,385
NODE_68_length_43634_cov_511.566328_34,918,0,1318,31,50,6
