cds_id,SS0122_S12,SS0126_S16,SS0123_S13,SS0125_S15,SS0124_S14,SS0127_S17
SHDOJQCQ_CDS_0033,0.05138761274021702,0.14439025895873422,0.09077678705270649,0.21729756090748956,15.836322933311932,18.076038204949352
SHDOJQCQ_CDS_0034,0.687543752940276,0.17376684275337415,0.38171686284540585,0.01064961977335976,13.809107873562017,11.8143691671512
SHDOJQCQ_CDS_0035,0.1419431798565669,0.2570274260086208,0.1303869836455059,0.00923416398069802,13.875074669650337,10.7134797062105
SHDOJQCQ_CDS_0036,0.8479706286263402,3.69918943484977,0.23481370653823447,0.18636834603379576,15.7867941770621,12.968739946026338
SHDOJQCQ_CDS_0037,0.07234523360431476,0.022586392274394934,0.025559731285347314,0.11766112168953928,14.382827171340253,16.656370261540495
SHDOJQCQ_CDS_0038,0.0839514208135631,0.02620987766600909,0.26694200641862725,0.35499681741838535,47.15257610845246,57.77733904267407
SHDOJQCQ_CDS_0039,0.03954386824215692,0.16049423830243853,0.12573842619718714,0.012862701968075579,50.87440484287182,48.52936357290758
SHDOJQCQ_CDS_0040,0.20656468015968818,0.06449009373083817,0.07297975906474168,0.06719069317534218,48.947370787933075,19.38193666052214
SHDOJQCQ_CDS_0041,0.03515994555909586,0.054885186153904815,0.16148712644113047,0.011436713731973134,46.63535133268149,36.28958353459465
SHDOJQCQ_CDS_0042,2.4152177987902,0.044355177588630765,0.25097111714571796,0.23106301725457037,16.80246804956059,20.142656521876578
SHDOJQCQ_CDS_0043,0.03294630785338153,0.010285933102924869,0.05820001772214446,0.010716668796067167,59.7320607716869,61.18689552209508
SHDOJQCQ_CDS_0044,0.21072370056558792,0.06578855199387516,0.37224575093425283,0.068543525923839,168.02104281038194,201.64136451836123
SHDOJQCQ_CDS_0045,0.16971800748255458,0.6888239200656011,0.05996174798832828,0.055205326284605456,163.81454159635246,190.74465623416773
SHDOJQCQ_CDS_0046,0.3593061690101619,0.3192713795266143,0.04882448669824267,0.22475760041047557,31.879489560902922,36.27273466048267
SHDOJQCQ_CDS_0047,0.5924119129108038,2.7642933802342338,0.4581982629296784,0.17186563843320568,108.34230440179375,121.48957561015834
SHDOJQCQ_CDS_0048,0.4336717042026602,0.0812361401692326,0.15321717372708193,0.028212666747657485,68.20190290161797,65.85905374081382
SHDOJQCQ_CDS_0049,15.1770680791013,14.540819028574246,16.485743468730064,14.583916771321638,63.1370850009117,41.361313476338
SHDOJQCQ_CDS_0050,0.05404101787310258,0.08435881451882446,0.01909281132158474,0.017578288059642014,40.340787531052264,27.453053171873048
SHDOJQCQ_CDS_0051,0.721301531800857,0.013246613847415404,0.01499043699708207,0.06900665785575683,36.70898983291122,32.147384597023674
SHDOJQCQ_CDS_0052,0.04921290185622665,0.07682205522795768,0.8519643346617491,0.7843828883541513,33.44059470478693,11.289824870407577
SHDOJQCQ_CDS_0053,0.10294370945663148,0.03213932540028656,0.03637024058308437,0.03348519791033446,21.5133592032878,23.530989643054077
SHDOJQCQ_CDS_0054,0.17540687924174636,1.478588517717094,0.06197163898235046,0.05705578414889391,95.99184961631089,96.9378262963097
SHDOJQCQ_CDS_0055,0.16184449167150824,0.2526416043063763,0.05718001741155016,0.05264425444665984,147.15896180308815,157.4110072722582
SHDOJQCQ_CDS_0056,0.06900622282257714,0.021543943400192084,0.02438005137986974,0.02244612167615826,47.12434126710865,42.81384143846103
SHDOJQCQ_CDS_0057,0.029592678024762113,0.3048843639527655,0.052275793486525605,0.16363878526398132,32.075725839904,21.222619904391166
SHDOJQCQ_CDS_0058,0.06132388942240742,0.2488914554924535,0.10832932986172591,0.019947237036429706,23.629529317933592,13.966787919810455
SHDOJQCQ_CDS_0059,1.2648415486555313,0.02322865935328768,0.13143274144361058,0.12100693557644562,35.102969929458354,29.431634908096466
SHDOJQCQ_CDS_0060,0.042429501870638646,0.013246613847415404,0.13491393297373866,0.06900665785575683,30.809651927377228,15.872003851776554
SHDOJQCQ_CDS_0061,0.34277108498114195,0.27823673627103973,0.02422035672017627,0.022299094678279494,27.636063862235673,11.30634721531411
SHDOJQCQ_CDS_0062,2.1151233716950104,0.014674392585460178,0.016606172721318462,0.01528890024349103,37.87623505381412,23.52786834904397
SHDOJQCQ_CDS_0063,0.06810809410905119,0.1063177250226399,0.0240627405159235,0.4652336065416317,51.0726104347543,26.885452288564352
SHDOJQCQ_CDS_0064,0.6661981307767953,0.13235663215962595,0.10087254656069006,0.05909966729558892,141.53381495206477,168.64524521535026
SHDOJQCQ_CDS_0065,0.3102552508327332,0.09686259137438143,0.28499605516191606,0.020183765538837963,14.28270484190729,8.746187085269137
SHDOJQCQ_CDS_0066,1.7599681269211098,0.02197868665266233,0.4228244336845122,1.03045816439314,21.69505226962688,1.8332453473969301
SHDOJQCQ_CDS_0067,0.10396632908699537,0.03245859022214371,0.03673153436371104,0.23672482628663602,42.96935368723526,67.34059575735633
SHDOJQCQ_CDS_0068,0.2511826510741808,0.0784199539766992,0.08874338702272587,0.08170388290121608,89.97209737391233,83.16438950808428
SHDOJQCQ_CDS_0069,0.033155048980224505,0.010351102689638228,0.011713752246927915,0.010784567436802546,44.313406868770514,32.24681669568964
SHDOJQCQ_CDS_0070,0.557094240317115,0.03478528831471753,0.007872905165252471,0.007248392734316543,37.1513074205548,32.413294449068346
SHDOJQCQ_CDS_0071,1.7772357387324114,0.02642181737759407,0.029900063013047797,0.027528262433024284,26.439590649202298,16.12656667509063
SHDOJQCQ_CDS_0072,0.29789213837070777,0.018600558343619355,0.02104919047028602,0.09689739433256175,79.17500119780804,96.85637969594917
SHDOJQCQ_CDS_0073,1.3390251619763314,0.331554952475015,0.21207059398813166,0.13517186509392365,183.57298583143137,215.6482790472948
SHDOJQCQ_CDS_0074,22.570733481564194,11.204746357343133,15.883504457530977,1.6268880112888804,45.14773246478669,35.67251622617355
SHDOJQCQ_CDS_0075,0.17119864440715704,0.18172562944436838,0.012096972058713995,0.011137388617941123,51.13337469241306,69.67474706989405
SHDOJQCQ_CDS_0076,0.07829883138222593,0.024445122810691767,0.5809261619318089,0.1782815399964191,43.64580709715899,61.65460335307976
SHDOJQCQ_CDS_0077,0.07829883138222593,0.317786596538993,0.027663150568181374,0.1782815399964191,78.96074150885265,114.21474815381546
SHDOJQCQ_CDS_0078,0.08197867202159949,0.025593979757408358,0.02896324641733873,0.6666439531757187,52.36916230571705,80.07184736752166
SHDOJQCQ_CDS_0079,0.0627956627685452,0.1764448964475732,0.022185846755681467,0.1021298536265201,98.25059509086107,167.49681819465292
SHDOJQCQ_CDS_0080,0.042429501870638646,0.013246613847415404,0.01499043699708207,0.013801331571151364,97.03331707425578,140.60315456319628
SHDOJQCQ_CDS_0081,2.190546375646926,0.020724089317309513,0.11726134648880268,0.10795967613797051,67.56039312044595,129.09617887640997
SHDOJQCQ_CDS_0082,0.043128889264110716,0.013464964625120054,0.5637886881594878,0.5190665637611599,85.68893060169856,95.35777725446705
SHDOJQCQ_CDS_0083,0.2866611887930366,0.13161243618538399,0.8638420460724523,1.365753681686547,32.9306030769242,25.963396227796448
SHDOJQCQ_CDS_0084,3.5847917722201,0.03859249703577717,0.04367292668441233,0.20104301894984272,268.6524153403814,400.84284143523917
SHDOJQCQ_CDS_0085,0.09720690831044149,0.39452763223571574,0.5838380725179333,0.5375255454027373,260.6268506649914,467.57729343041444
SHDOJQCQ_CDS_0086,0.04295188971856717,0.17432616308089766,1.8968747226129843,0.23751128750353515,115.34277371189152,186.93242909654217
SHDOJQCQ_CDS_0087,0.043128889264110716,0.2827642571275212,0.38093830281046476,0.014028826047598916,122.83847337589346,160.85496806263902
SHDOJQCQ_CDS_0088,0.12815441381335754,0.040010180600356736,0.04527723827690095,0.04168565454143677,140.754561221958,147.73974008130594
SHDOJQCQ_CDS_0089,0.1266041588075508,0.03952618648019113,0.044729529749357795,0.041181392591338746,178.12165440924738,252.49950878973527
SHDOJQCQ_CDS_0090,0.6943009397013598,0.12042376224923096,0.02725533999469468,0.22583997116429508,161.38155523176417,260.42522442483
SHDOJQCQ_CDS_0091,0.07602380480453413,0.023734852898516706,0.026859378638839547,0.024728778117801477,170.1228928309538,240.55259379331574
SHDOJQCQ_CDS_0092,0.07829883138222593,0.22000610529622594,0.13831575284090689,0.12734395714029936,144.81114552464234,124.24778072045837
SHDOJQCQ_CDS_0093,0.03769247465098752,0.29419250441438777,0.1731188522352095,0.012260486629834347,5.736019192985099,5.312809922144278
SHDOJQCQ_CDS_0094,0.03563885514673394,0.01112655419646697,0.3651473075566189,0.057962459492917194,34.278336368268825,19.636728779412433
SHDOJQCQ_CDS_0095,1.562451324809774,0.11614329676643839,2.23435660454138,0.024201387115289123,207.81084354465509,342.38494402490903
SHDOJQCQ_CDS_0096,0.23431217450949698,0.07315294214244328,0.08278301028239353,0.38108154338253764,212.6537362862606,263.7289123559561
SHDOJQCQ_CDS_0097,0.0708754658787192,0.28765784472265504,0.025040459092191273,0.02305414303081718,177.710124609872,271.25344252787585
SHDOJQCQ_CDS_0098,0.09543413794611733,0.029794815340691182,0.03371709233386241,0.031042508701069938,44.05478950027451,57.948313177760234
SHDOJQCQ_CDS_0099,0.09720690831044149,0.030348279402747366,0.034343416030466666,0.03161914972957278,12.155718726667585,11.290643589752207
SHDOJQCQ_CDS_0101,0.49658839609078154,0.1821169246817122,0.3348026463233925,0.5212650171282434,19.624568563445433,10.176231318409496
SHDOJQCQ_CDS_0102,0.06946422872626681,0.02168693417497212,0.02454186588017861,0.20335590323864622,28.827395444657594,8.010888171020845
SHDOJQCQ_CDS_0103,0.09207575186003694,0.143731587200695,0.032530567090442025,0.1497505185139591,53.90144999625749,47.459917092536955
SHDOJQCQ_CDS_0104,1.259599889192932,0.661812233903161,2.2250971550463308,2.128538045249391,34.60204824084419,33.91859801839144
SHDOJQCQ_CDS_0105,0.028700028687634913,0.008960232401359597,1.5919460423409462,0.8681971103534157,42.276462032596484,17.07097682143968
SHDOJQCQ_CDS_0106,1.56989156921363,0.0196049884941748,0.19967262080113318,0.18383373652773619,46.23713998180051,37.97425151383499
SHDOJQCQ_CDS_0107,1.0152295636870476,0.007730673696441167,0.11372870970972361,0.10470726318176352,26.06265256979079,12.14916320417893
SHDOJQCQ_CDS_0108,1.243851663482588,0.011767700176575512,0.06658417393661906,0.061302433149171734,54.020838137834595,25.972006276288887
SHDOJQCQ_CDS_0109,0.1527131876666955,0.5053815127389418,0.01079078149595402,0.04967405332029187,36.49749938080763,18.94970608414374
SHDOJQCQ_CDS_0110,0.19872045179919368,0.062041102829667086,0.07020837580911857,0.06463914786488614,28.050996578451805,12.89607250506609
SHDOJQCQ_CDS_0111,0.027785691490506727,0.28626753110963205,0.20615167339350035,0.08134236129545849,27.478779804856455,29.849890116821765
SHDOJQCQ_CDS_0112,0.4761490932494507,0.11367745335605371,0.2473890137787853,0.40997711090039296,15.090411636145161,15.432612002374979
SHDOJQCQ_CDS_0113,2.585703761057743,0.4717777979881636,0.05932044587080606,0.0546148949874439,35.48720671347078,28.274459971153654
SHDOJQCQ_CDS_0114,2.2439845186015295,1.4852264010738483,2.2642502263517104,0.21605515061070574,36.35185525754186,20.443097241117645
SHDOJQCQ_CDS_0116,0.13304165840793475,0.04153599257240424,0.04700391261796921,0.043275361706152586,79.68770283154782,28.871024891914935
SHDOJQCQ_CDS_0117,0.16577524490112253,0.010351102689638228,0.011713752246927915,0.010784567436802546,35.71213664876178,30.13631530549151
SHDOJQCQ_CDS_0118,0.06355836312605789,0.01984310576333482,0.20209779433313077,0.1860665349471014,76.70464545658207,55.40698667169258
SHDOJQCQ_CDS_0119,0.058907751190004874,0.09195585597642965,0.2705591067766033,0.1724519104387769,53.063131243148554,36.012715134007166
SHDOJQCQ_CDS_0120,0.2384181121469298,0.05153180386903423,0.21382387352146273,0.22072456683301656,28.368165483241004,22.401062905121982
SHDOJQCQ_CDS_0121,0.04479005903605221,0.1258522799198097,0.07912213536263005,0.01456916599522398,45.73829072874651,60.55882315457669
SHDOJQCQ_CDS_0122,1.054867852831293,0.3293328106728968,0.021922773473993542,0.020183765538837963,40.217782142313524,24.03277800263103
SHDOJQCQ_CDS_0123,0.08071421949684474,0.025199214002795373,0.4847807131704176,0.07876338325952707,12.69361894621373,1.70151379899174
SHDOJQCQ_CDS_0124,0.19501758623771803,0.06088505743532547,0.0689001452039797,0.06343469169349075,9.010767222018858,1.047930249847915
SHDOJQCQ_CDS_0125,0.027067096020924657,0.1098555389759795,0.009562864980897184,0.008804297726424147,16.12053621841803,10.751778261718785
SHDOJQCQ_CDS_0126,0.04898257626251576,0.3211425572368727,0.36341870660632664,0.07966447240758198,11.191592390896886,7.025647338083939
SHDOJQCQ_CDS_0127,0.13475464113421715,0.04207079076003176,0.047609113209616874,0.04383255520451506,36.04413327763586,16.988648041856013
SHDOJQCQ_CDS_0128,0.2532083176151016,0.3952618648019113,0.23259355469666054,0.08236278518267749,33.5098406186002,12.915415288975476
SHDOJQCQ_CDS_0129,0.06132388942240742,0.1723094691870832,0.714973577087391,0.17952513332786738,23.629529317933592,13.358434181016534
SHDOJQCQ_CDS_0130,0.08328337237207586,0.02600131100023183,0.029424199941222105,0.027090146850535835,27.289733362906407,10.706165178562529
SHDOJQCQ_CDS_0131,0.09289299226116154,0.02900146226948935,0.032819299934440035,0.030215933025597663,32.013635361590424,27.914677276729382
SHDOJQCQ_CDS_0132,0.05268092514139698,0.04934141399540638,0.5397563388546666,0.01713588148095975,45.04232367737113,30.943021488184804
SHDOJQCQ_CDS_0133,3.191895721637671,0.061011374981871785,0.023014363854441357,0.614474223064125,34.8752605585858,20.113537720788255
SHDOJQCQ_CDS_0134,3.698302254397494,0.49483744997316204,0.4533165803444531,0.22095401024968292,24.795308753691845,25.488461774083802
SHDOJQCQ_CDS_0135,0.08021929326589831,0.08515196842130086,0.09636162361946471,0.15134214385125616,42.13195714000318,22.196259185755135
SHDOJQCQ_CDS_0137,0.9361738715494123,0.22033129270976265,0.1882743876055537,0.1358608144572974,31.64359838560526,18.08019870059587
SHDOJQCQ_CDS_0138,0.05792957819976494,0.09042891371851844,0.18419983468739223,0.35801978208558705,58.22284407780359,57.34837704940488
SHDOJQCQ_CDS_0139,0.11173605474830106,0.4534961751321573,0.35528936085610885,0.036345143639330994,19.277434580209267,12.885841470823566
SHDOJQCQ_CDS_0140,0.4717537269757152,0.0163647650201793,0.38890048570059327,0.01705005903614693,70.14696866805653,57.65446584950476
SHDOJQCQ_CDS_0141,0.7701354867840449,0.018495272164315846,0.020930044109133458,0.019269783703116997,62.303442442971,41.06502520583273
SHDOJQCQ_CDS_0142,0.30842663442310997,0.48145846007305504,0.4576648151957866,1.4647307101642373,59.53966639553086,29.29659498097566
SHDOJQCQ_CDS_0143,0.04875439655942951,0.015221264358831367,0.15502532670895436,0.015858672923372688,64.0467147271478,72.0855096866537
SHDOJQCQ_CDS_0144,1.054867852831293,0.019372518274876283,0.46037824295386437,0.18165388984954167,46.37275991948904,17.72321195284743
SHDOJQCQ_CDS_0145,0.061685326884622006,0.0192583384029222,0.021793562628370792,0.020064804248825167,34.28041398530564,14.151096792377277
SHDOJQCQ_CDS_0146,0.2347163933269372,0.11837399608328661,0.08292582168598592,0.052856163463983946,22.340642639145983,14.993231803558997
SHDOJQCQ_CDS_0147,0.052155866086831565,0.016283213035028905,0.01842678301966899,0.08482545982269112,45.43353026975905,35.894891697608145
SHDOJQCQ_CDS_0148,0.042429501870638646,0.013246613847415404,0.07495218498541036,0.06900665785575683,90.59440557980098,96.54738254588943
SHDOJQCQ_CDS_0149,0.3473211436313341,0.02168693417497212,0.12270932940089306,0.022595100359849577,69.99256279055271,83.12373209715179
SHDOJQCQ_CDS_0150,11.864889436280402,3.8022166942169116,21.34746841169725,14.703892105504611,38.8643520897664,28.493703326895826
SHDOJQCQ_CDS_0151,0.04342715267534246,0.01355808332930484,0.13808618312664814,0.01412584420837069,32.08634423521512,27.446317871562016
SHDOJQCQ_CDS_0153,2.1386479422653597,0.31933100706207723,0.09855509417627502,0.01008192039748471,39.376621060768485,25.200538160345257
SHDOJQCQ_CDS_0154,0.11821472659741189,0.214060491841517,0.1085903643915132,0.0384525051304669,38.67567055566136,15.587537564277998
SHDOJQCQ_CDS_0155,0.1783967692288216,0.2784799502013466,0.06302797373773145,0.05802832592415916,32.5931061459086,30.30707716900629
SHDOJQCQ_CDS_0156,0.12361350938690001,0.6560724496082119,0.393056340159711,0.040208603789968544,50.98474744025573,41.642691621379214
SHDOJQCQ_CDS_0157,2.099854965190206,0.031218134544864332,0.03532778145809151,0.03252543109124844,53.19554055528021,15.08613942486838
SHDOJQCQ_CDS_0158,3.2614254947166934,5.39935253025982,5.287979757319922,4.501512358047068,29.899627693455844,18.210305739798745
SHDOJQCQ_CDS_0159,0.17540687924174636,0.0547625376932257,0.5577447508411542,0.05705578414889391,33.682655210061064,12.543189191669093
SHDOJQCQ_CDS_0160,0.07547555621219375,0.023563688093960096,0.02666568119673253,0.0245504455832981,18.20455571722666,13.695758529770856
SHDOJQCQ_CDS_0161,1.2809632024408586,0.008887120804249683,0.09051342738038676,0.00925927956722757,27.47569374009538,14.67255823078432
SHDOJQCQ_CDS_0162,0.24447699631802913,0.01090377558074238,0.06169590310256247,0.01136038416312793,49.01857000958062,26.259588007205487
SHDOJQCQ_CDS_0163,0.19697510278715558,0.15989011946315707,0.013918348027403679,0.06407142636544548,30.276148823417522,14.052945922654072
SHDOJQCQ_CDS_0164,0.04898257626251576,0.015292502725565366,0.08652826347769682,0.07966447240758198,55.33505328708757,47.64077287179109
SHDOJQCQ_CDS_0165,0.10826838408369863,0.03380170430030138,0.038251459923588735,0.03521719090569659,49.061503822032385,43.81265730789882
SHDOJQCQ_CDS_0166,0.6612854124741491,0.008258209138237068,0.0841080963778994,0.008604031476539183,27.61689454194928,21.112830231706834
